,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred,prob,prob_less_bet
24666,4.2,14.2,0.8,8.8,3.8,2.8,1.6,1.2,0.6,0.0,0.4,6.8,17.6,0.0,13.8,5.4,0.4,0.2,0.4,0.4,0.2,4.8,4.33,13.67,1.0,7.0,3.67,2.67,1.33,1.0,0.67,0.0,0.33,6.33,16.33,0.0,14.67,6.33,0.33,0.33,0.33,0.33,0.33,4.33,1.095,3.701,0.837,3.962,2.387,1.095,1.517,0.837,0.548,0.0,0.548,2.387,2.793,0.0,1.643,2.191,0.548,0.447,0.548,0.548,0.447,1.924,1.528,1.155,1.0,3.606,1.528,1.528,0.577,1.0,0.577,0.0,0.577,3.215,3.055,0.0,1.528,2.517,0.577,0.577,0.577,0.577,0.577,2.082,3.4,16.2,0.4,9.6,4.4,2.2,1.0,2.4,0.0,0.2,0.8,6.6,11.6,0.2,13.4,5.0,0.4,1.2,0.0,0.4,0.6,2.4,3.33,16.67,0.33,9.67,4.33,2.33,1.33,2.33,0.0,0.33,0.67,9.33,11.67,0.33,15.33,4.67,0.67,1.0,0.0,0.67,0.33,2.67,0.894,4.324,0.548,4.98,2.702,1.643,1.225,0.548,0.0,0.447,0.447,4.722,4.037,0.447,4.669,1.871,0.548,0.447,0.0,0.548,0.548,1.14,1.155,4.041,0.577,7.024,3.512,2.082,1.528,0.577,0.0,0.577,0.577,3.215,3.512,0.577,4.163,2.082,0.577,0.0,0.0,0.577,0.577,1.528,Alaves,19.39,9.39,1.13,2017-04-02,SP1,0.0,3.0,H,H,Real Madrid,19.74,10.59,1.14,0.13,True,0.567182869334,-0.317772882878
24667,4.0,18.0,0.2,6.2,2.4,3.8,1.0,1.8,0.2,0.4,0.4,7.0,14.0,0.0,16.2,5.8,0.4,0.6,0.2,0.6,0.2,2.6,5.0,16.0,0.33,6.33,2.67,4.67,1.33,2.33,0.33,0.33,0.33,7.0,15.0,0.0,18.0,6.33,0.33,1.0,0.0,0.67,0.33,2.33,3.317,4.0,0.447,2.387,1.14,1.643,0.707,2.49,0.447,0.548,0.548,2.55,1.871,0.0,6.535,2.387,0.548,1.342,0.447,0.548,0.447,1.14,3.464,4.0,0.577,3.215,1.155,1.528,0.577,3.215,0.577,0.577,0.577,3.0,1.0,0.0,8.185,3.055,0.577,1.732,0.0,0.577,0.577,1.155,2.6,13.4,0.0,11.6,3.6,2.2,0.4,1.2,0.0,0.4,0.6,6.0,15.2,0.0,12.0,4.2,0.2,0.6,0.0,0.6,0.4,3.0,4.0,13.67,0.0,12.33,3.67,2.67,0.33,1.33,0.0,0.33,0.67,5.0,16.33,0.0,12.33,4.33,0.33,1.0,0.0,0.33,0.67,3.33,3.647,4.45,0.0,1.517,0.548,0.837,0.548,0.837,0.0,0.548,0.548,1.871,2.95,0.0,2.121,0.447,0.447,0.548,0.0,0.548,0.548,1.732,4.359,5.508,0.0,1.528,0.577,0.577,0.577,0.577,0.0,0.577,0.577,1.0,3.512,0.0,1.528,0.577,0.577,0.0,0.0,0.577,0.577,2.309,Sp Gijon,8.63,5.52,1.33,2017-04-02,SP1,0.0,0.0,D,D,Sevilla,9.07,5.88,1.35,-1.0,True,0.591237891452,-0.160641807796
24670,3.6,13.8,0.2,10.6,3.0,2.2,0.8,0.8,0.4,0.2,0.4,6.8,14.2,0.2,15.8,6.0,0.2,0.2,0.2,0.6,0.2,2.2,3.33,11.0,0.0,10.33,3.33,2.67,1.0,0.33,0.67,0.33,0.0,6.67,14.33,0.33,14.33,5.0,0.0,0.33,0.0,0.67,0.33,3.0,1.342,5.215,0.447,2.608,0.707,1.483,0.447,0.837,0.548,0.447,0.548,1.789,2.168,0.447,6.221,2.121,0.447,0.447,0.447,0.548,0.447,1.304,1.528,4.583,0.0,3.055,0.577,1.155,0.0,0.577,0.577,0.577,0.0,1.528,2.887,0.577,6.658,1.732,0.0,0.577,0.0,0.577,0.577,1.0,3.2,15.6,0.0,8.6,3.8,2.4,1.0,3.2,0.2,0.0,0.8,9.6,15.4,0.0,18.4,8.0,0.6,1.6,0.4,0.0,0.6,1.4,3.67,16.67,0.0,9.33,3.67,2.67,1.33,3.33,0.33,0.0,0.67,8.33,17.33,0.0,14.67,6.33,0.67,2.0,0.33,0.0,0.67,2.0,2.168,4.099,0.0,2.966,0.837,1.14,1.225,2.28,0.447,0.0,0.447,2.302,4.278,0.0,7.603,3.937,0.548,2.074,0.548,0.0,0.548,1.14,2.887,5.033,0.0,3.055,1.155,1.155,1.528,3.215,0.577,0.0,0.577,2.082,4.726,0.0,3.786,2.887,0.577,2.646,0.577,0.0,0.577,1.0,Sampdoria,8.45,5.33,1.34,2017-04-03,I1,2.0,1.0,A,H,Inter,9.59,5.78,1.35,-1.0,True,0.729773794384,-0.0164948623327
24672,5.2,18.6,0.2,8.6,2.0,1.4,0.8,2.4,0.2,0.2,0.6,3.4,14.6,0.0,13.2,4.6,0.4,1.0,0.2,0.4,0.4,1.0,5.67,17.33,0.0,7.0,2.0,1.33,1.0,2.67,0.33,0.33,0.33,3.67,15.0,0.0,13.33,4.33,0.67,1.0,0.33,0.33,0.33,1.0,1.643,5.225,0.447,3.286,2.0,0.548,1.304,3.362,0.447,0.447,0.548,1.517,3.362,0.0,4.266,4.93,0.894,1.414,0.447,0.548,0.548,1.0,1.528,6.506,0.0,3.464,2.646,0.577,1.732,4.619,0.577,0.577,0.577,0.577,4.583,0.0,5.686,6.658,1.155,1.732,0.577,0.577,0.577,1.0,2.2,18.8,0.0,8.4,2.4,3.0,0.6,2.4,0.0,0.2,0.8,6.2,12.4,0.0,18.2,7.2,0.2,1.0,0.2,0.0,0.8,1.0,2.33,19.33,0.0,10.67,2.67,3.33,0.67,3.33,0.0,0.0,1.0,6.67,12.33,0.0,18.0,8.0,0.0,1.33,0.0,0.0,1.0,1.0,0.447,3.033,0.0,4.775,0.894,1.871,0.894,2.191,0.0,0.447,0.447,1.924,3.647,0.0,6.017,4.147,0.447,0.707,0.447,0.0,0.447,0.707,0.577,4.041,0.0,4.163,0.577,2.517,1.155,2.517,0.0,0.0,0.0,2.517,4.509,0.0,7.211,5.292,0.0,0.577,0.0,0.0,0.0,1.0,Hamburg,10.11,5.81,1.29,2017-04-04,D1,0.0,3.0,H,H,Dortmund,11.49,6.18,1.3,0.29,True,0.720213317392,-0.0549804810572
24676,3.6,12.0,0.0,9.2,3.0,2.6,0.6,1.6,0.2,0.2,0.6,7.2,9.6,0.0,17.2,5.4,0.6,1.4,0.2,0.2,0.6,1.8,3.33,12.0,0.0,6.67,2.33,3.33,0.0,2.0,0.0,0.33,0.67,8.67,8.67,0.0,18.67,6.67,0.0,1.67,0.0,0.33,0.67,1.33,2.074,1.414,0.0,4.087,1.732,1.14,1.342,1.517,0.447,0.447,0.548,2.168,4.037,0.0,4.658,3.912,1.342,1.517,0.447,0.447,0.548,0.837,2.082,1.732,0.0,2.887,0.577,0.577,0.0,2.0,0.0,0.577,0.577,1.155,2.082,0.0,5.859,4.933,0.0,2.082,0.0,0.577,0.577,0.577,3.8,9.4,0.0,15.2,4.4,1.0,0.8,1.4,0.2,0.2,0.6,4.4,9.8,0.0,13.6,3.6,0.2,0.4,0.0,0.8,0.2,1.6,3.33,8.33,0.0,15.0,4.67,0.67,1.0,0.67,0.33,0.33,0.33,4.67,8.33,0.0,14.33,3.0,0.33,0.33,0.0,1.0,0.0,2.0,2.95,3.13,0.0,4.025,1.949,1.0,0.837,1.517,0.447,0.447,0.548,3.647,3.768,0.0,6.95,1.517,0.447,0.548,0.0,0.447,0.447,0.894,3.215,2.517,0.0,3.464,2.517,1.155,1.0,0.577,0.577,0.577,0.577,4.726,4.041,0.0,9.074,1.0,0.577,0.577,0.0,0.0,0.0,1.0,Stoke,3.23,3.1,2.45,2017-04-04,E0,0.0,1.0,H,D,Burnley,3.43,3.07,2.48,1.45,True,0.506373176609,0.0982099113025
24677,4.4,10.4,0.0,10.2,3.4,2.0,1.0,1.8,0.2,0.0,0.8,7.2,11.0,0.0,18.8,7.6,0.8,0.8,0.2,0.2,0.6,1.2,5.33,10.67,0.0,10.33,3.67,2.67,1.33,1.0,0.33,0.0,0.67,9.67,10.0,0.0,21.33,9.0,1.33,0.33,0.33,0.33,0.33,1.33,3.209,3.578,0.0,0.837,2.191,1.0,1.732,1.483,0.447,0.0,0.447,4.55,2.646,0.0,3.701,2.074,1.789,0.837,0.447,0.447,0.548,1.095,4.041,4.619,0.0,0.577,3.055,0.577,2.309,1.0,0.577,0.0,0.577,3.512,2.0,0.0,1.528,1.0,2.309,0.577,0.577,0.577,0.577,1.528,5.6,10.2,0.0,12.0,5.0,1.8,1.6,1.6,0.4,0.0,0.6,7.6,9.4,0.0,14.2,5.0,0.8,0.8,0.4,0.2,0.4,1.0,6.67,9.67,0.0,12.33,4.33,1.67,0.67,2.67,0.0,0.0,1.0,8.33,9.0,0.0,17.67,7.33,0.33,1.33,0.0,0.33,0.67,0.67,3.647,3.347,0.0,3.808,2.915,2.049,1.342,1.517,0.548,0.0,0.548,3.362,2.408,0.0,6.099,3.674,0.837,0.837,0.548,0.447,0.548,0.707,4.619,4.163,0.0,4.041,2.517,2.082,0.577,0.577,0.0,0.0,0.0,2.887,2.646,0.0,5.033,2.517,0.577,0.577,0.0,0.577,0.577,0.577,Sunderland,7.85,4.5,1.45,2017-04-04,E0,0.0,2.0,H,D,Leicester,7.92,4.61,1.48,0.45,True,0.566625463671,-0.123029708742
24678,3.8,12.0,0.0,10.8,4.8,1.2,1.0,1.4,0.2,0.4,0.4,5.4,14.2,0.0,12.2,5.0,0.4,0.8,0.0,0.6,0.4,1.0,2.33,11.0,0.0,8.0,3.67,1.67,1.0,2.0,0.0,0.33,0.67,4.67,13.33,0.0,13.0,5.33,0.33,1.0,0.0,0.33,0.67,1.33,2.168,2.55,0.0,3.962,1.924,1.304,0.707,1.517,0.447,0.548,0.548,2.302,4.97,0.0,4.919,2.345,0.548,0.837,0.0,0.548,0.548,0.707,0.577,2.646,0.0,1.0,0.577,1.528,1.0,1.732,0.0,0.577,0.577,2.517,4.041,0.0,6.083,2.082,0.577,1.0,0.0,0.577,0.577,0.577,2.4,13.0,0.2,6.8,2.2,2.4,0.4,0.8,0.0,0.8,0.2,7.6,14.2,0.0,16.8,6.0,0.4,0.4,0.2,0.6,0.2,1.8,1.33,12.0,0.33,5.0,1.67,1.67,0.33,1.0,0.0,0.67,0.33,8.67,11.33,0.0,20.0,7.0,0.33,0.67,0.0,0.67,0.33,2.33,2.608,1.871,0.447,4.266,1.304,1.517,0.548,0.837,0.0,0.447,0.447,4.219,4.658,0.0,5.07,3.317,0.548,0.548,0.447,0.548,0.447,1.095,0.577,1.0,0.577,3.464,1.155,1.528,0.577,1.0,0.0,0.577,0.577,5.508,3.215,0.0,2.0,4.0,0.577,0.577,0.0,0.577,0.577,1.155,Everton,6.32,4.11,1.57,2017-04-04,E0,1.0,1.0,D,A,Man United,6.75,4.23,1.57,-1.0,True,0.578176821595,-0.0587658535642
24679,2.8,12.8,0.0,7.0,2.2,2.0,0.6,2.0,0.0,0.6,0.4,5.8,10.6,0.0,16.4,5.2,0.4,1.0,0.2,0.4,0.4,1.8,4.0,13.0,0.0,5.33,2.0,2.33,0.67,1.67,0.0,0.67,0.33,5.67,10.0,0.0,16.67,4.0,0.33,0.67,0.33,0.33,0.33,2.33,2.588,0.837,0.0,5.431,1.924,0.707,0.894,1.581,0.0,0.548,0.548,1.789,3.209,0.0,3.647,3.347,0.548,1.0,0.447,0.548,0.548,1.304,2.646,1.0,0.0,2.517,1.0,0.577,1.155,1.528,0.0,0.577,0.577,1.528,4.359,0.0,1.155,1.0,0.577,1.155,0.577,0.577,0.577,1.155,5.4,11.2,0.4,12.0,4.8,1.4,1.2,1.4,0.2,0.4,0.4,5.8,14.6,0.0,15.2,5.4,0.4,0.8,0.2,0.4,0.4,3.2,6.67,10.33,0.33,14.67,5.33,2.0,1.67,1.67,0.33,0.33,0.33,7.67,15.33,0.0,16.0,5.0,0.67,0.67,0.33,0.33,0.33,2.67,2.881,3.114,0.548,5.385,4.147,1.14,1.643,1.14,0.447,0.548,0.548,4.207,2.608,0.0,5.263,3.362,0.894,0.837,0.447,0.548,0.548,1.483,2.082,3.215,0.577,4.726,4.933,1.0,2.082,1.155,0.577,0.577,0.577,4.726,3.055,0.0,7.0,4.583,1.155,0.577,0.577,0.577,0.577,1.528,West Brom,3.13,3.14,2.49,2017-04-04,E0,0.0,2.0,H,H,Watford,3.19,3.16,2.56,1.49,True,0.566547435958,0.164941010255
24682,3.2,12.2,0.2,7.6,2.8,1.4,1.2,1.2,0.2,0.4,0.4,8.0,9.0,0.0,16.6,4.2,0.8,0.6,0.4,0.4,0.2,2.2,3.33,12.33,0.33,9.0,3.33,0.67,1.33,1.0,0.33,0.33,0.33,8.0,7.67,0.0,19.33,4.33,0.67,0.33,0.67,0.0,0.33,2.67,2.588,1.924,0.447,2.51,1.924,2.191,1.095,0.447,0.447,0.548,0.548,4.301,2.449,0.0,8.204,1.643,0.447,0.548,0.548,0.548,0.447,0.837,3.055,2.517,0.577,1.732,2.309,1.155,1.528,0.0,0.577,0.577,0.577,6.0,2.082,0.0,10.017,2.082,0.577,0.577,0.577,0.0,0.577,0.577,6.0,10.8,0.0,14.8,3.8,1.2,1.6,2.0,0.4,0.2,0.4,6.4,11.6,0.0,13.4,5.0,0.2,1.2,0.2,0.0,0.8,1.2,5.33,10.67,0.0,16.0,3.0,1.0,1.0,1.0,0.67,0.0,0.33,5.33,11.67,0.0,10.67,3.67,0.33,1.0,0.33,0.0,0.67,1.0,1.732,1.483,0.0,5.404,1.643,0.837,1.14,1.581,0.548,0.447,0.548,2.191,3.05,0.0,5.273,2.915,0.447,0.837,0.447,0.0,0.447,0.837,2.082,0.577,0.0,7.211,1.732,1.0,1.0,1.0,0.577,0.0,0.577,2.082,2.517,0.0,4.619,3.055,0.577,1.0,0.577,0.0,0.577,1.0,Leeds,2.87,3.43,2.42,2017-04-04,E1,0.0,2.0,H,H,Brentford,2.93,3.61,2.46,1.42,True,0.533438852095,0.120215711599
24683,3.6,14.2,0.4,10.0,3.2,3.2,1.0,1.6,0.2,0.4,0.4,6.4,12.6,0.0,15.8,4.2,0.4,0.4,0.2,0.4,0.4,1.0,3.0,15.0,0.33,8.67,3.67,3.33,1.33,1.0,0.33,0.67,0.0,7.33,11.67,0.0,16.0,3.0,0.67,0.0,0.33,0.67,0.0,1.0,1.517,2.775,0.548,2.121,0.837,1.483,0.707,0.894,0.447,0.548,0.548,2.302,2.51,0.0,3.271,1.924,0.894,0.548,0.447,0.548,0.548,1.0,1.0,3.606,0.577,1.155,0.577,2.082,0.577,0.0,0.577,0.577,0.0,2.517,2.309,0.0,4.359,1.0,1.155,0.0,0.577,0.577,0.0,1.0,5.0,11.2,0.0,9.8,3.0,1.6,0.6,1.8,0.2,0.2,0.6,5.0,14.4,0.0,13.8,5.8,0.2,1.0,0.0,0.4,0.6,1.8,4.67,11.0,0.0,9.67,2.67,0.67,0.67,1.67,0.33,0.0,0.67,5.33,14.33,0.0,12.33,6.33,0.0,1.0,0.0,0.33,0.67,1.33,1.732,3.899,0.0,6.058,3.317,1.949,0.894,1.095,0.447,0.447,0.548,2.121,1.517,0.0,3.114,0.837,0.447,0.707,0.0,0.548,0.548,1.304,2.309,0.0,0.0,8.327,4.619,0.577,1.155,1.155,0.577,0.0,0.577,2.517,1.528,0.0,3.215,0.577,0.0,1.0,0.0,0.577,0.577,1.528,Birmingham,6.31,3.95,1.56,2017-04-04,E1,1.0,3.0,H,H,Brighton,7.02,4.13,1.56,0.56,True,0.539878541103,-0.101147099923
24686,5.8,10.4,0.0,14.0,4.0,2.4,0.8,1.6,0.2,0.2,0.6,7.2,13.2,0.0,15.8,4.8,0.4,0.6,0.2,0.4,0.4,1.2,6.67,11.0,0.0,14.0,2.0,2.67,0.33,1.33,0.33,0.0,0.67,6.33,14.33,0.0,14.33,5.0,0.0,0.67,0.0,0.67,0.33,1.33,2.588,1.673,0.0,3.536,3.082,1.673,0.837,0.894,0.447,0.447,0.548,3.564,1.643,0.0,4.97,1.304,0.894,0.894,0.447,0.548,0.548,1.095,3.215,2.0,0.0,0.0,0.0,2.082,0.577,1.155,0.577,0.0,0.577,1.528,0.577,0.0,5.686,1.732,0.0,1.155,0.0,0.577,0.577,1.155,3.2,11.2,0.4,13.2,4.4,2.2,1.0,2.4,0.0,0.2,0.8,3.8,10.2,0.0,14.2,6.2,0.6,1.0,0.2,0.4,0.4,1.4,2.33,11.33,0.33,14.33,5.33,2.0,0.67,2.0,0.0,0.33,0.67,4.33,10.67,0.0,13.33,5.67,0.67,1.0,0.33,0.33,0.33,1.67,2.28,1.643,0.548,3.564,1.517,0.837,0.707,1.14,0.0,0.447,0.447,2.683,3.421,0.0,3.114,2.168,0.548,0.707,0.447,0.548,0.548,1.14,2.309,1.155,0.577,4.509,0.577,1.0,0.577,1.0,0.0,0.577,0.577,3.512,4.041,0.0,3.786,2.082,0.577,1.0,0.577,0.577,0.577,1.155,Bristol City,3.4,3.4,2.14,2017-04-04,E1,0.0,5.0,H,H,Preston,3.57,3.54,2.16,1.14,True,0.520685597933,0.053395878307
24694,2.0,14.0,0.0,5.4,1.8,3.2,0.8,1.4,0.2,0.4,0.4,7.6,12.4,0.2,13.2,4.4,0.6,1.0,0.2,0.2,0.6,2.0,2.0,13.0,0.0,6.67,1.67,2.67,1.0,1.67,0.0,0.67,0.33,2.67,13.67,0.33,11.67,4.67,0.67,1.33,0.0,0.33,0.67,2.0,0.707,4.183,0.0,2.408,0.837,1.095,0.837,0.894,0.447,0.548,0.548,7.197,2.51,0.447,4.324,1.14,0.894,0.707,0.447,0.447,0.548,0.707,1.0,5.0,0.0,2.309,0.577,1.155,1.0,0.577,0.0,0.577,0.577,2.887,2.082,0.577,4.041,1.155,1.155,0.577,0.0,0.577,0.577,0.0,2.4,14.2,0.0,7.4,2.8,3.8,1.0,1.8,0.2,0.0,0.8,4.2,10.2,0.0,13.0,5.2,0.8,0.4,0.6,0.2,0.2,2.0,3.33,12.67,0.0,8.0,2.67,4.67,1.0,1.67,0.33,0.0,0.67,4.33,9.33,0.0,13.67,5.0,0.67,0.67,0.33,0.33,0.33,1.67,1.817,6.943,0.0,1.517,0.837,1.304,0.707,0.837,0.447,0.0,0.447,2.95,5.263,0.0,1.581,1.483,0.447,0.894,0.548,0.447,0.447,1.414,1.528,7.572,0.0,1.0,1.155,0.577,1.0,1.155,0.577,0.0,0.577,4.041,7.234,0.0,1.528,2.0,0.577,1.155,0.577,0.577,0.577,1.155,Espanol,6.98,4.12,1.52,2017-04-04,SP1,0.0,2.0,H,H,Ath Bilbao,7.49,4.27,1.53,0.52,True,0.629432413839,-0.0284623230031
24697,5.4,13.2,0.0,10.2,3.4,2.4,0.8,1.8,0.0,0.4,0.6,6.8,11.6,0.0,12.6,5.4,0.4,0.8,0.2,0.2,0.6,1.2,4.33,12.0,0.0,9.33,3.0,2.33,0.67,1.67,0.0,0.67,0.33,8.0,11.33,0.0,12.67,4.67,0.33,0.33,0.33,0.33,0.33,1.33,2.608,4.025,0.0,2.168,1.517,0.548,0.837,1.095,0.0,0.548,0.548,2.775,3.05,0.0,4.669,2.51,0.548,0.837,0.447,0.447,0.548,1.095,0.577,5.196,0.0,2.517,1.732,0.577,0.577,1.155,0.0,0.577,0.577,3.0,1.528,0.0,6.429,2.887,0.577,0.577,0.577,0.577,0.577,1.528,3.8,11.4,0.0,5.6,1.8,2.2,0.4,2.6,0.0,0.0,1.0,6.0,12.2,0.2,16.4,8.2,0.0,1.0,0.0,0.6,0.4,1.4,3.33,13.33,0.0,6.33,2.0,3.33,0.0,1.33,0.0,0.0,1.0,7.33,12.33,0.33,16.33,6.67,0.0,0.33,0.0,0.67,0.33,1.0,0.837,3.13,0.0,1.517,1.304,2.387,0.894,2.51,0.0,0.0,0.0,3.742,3.633,0.447,4.159,2.49,0.0,1.732,0.0,0.548,0.548,0.548,0.577,2.309,0.0,1.528,1.732,2.517,0.0,0.577,0.0,0.0,0.0,4.163,4.163,0.577,2.082,1.155,0.0,0.577,0.0,0.577,0.577,0.0,Inverness C,11.59,5.61,1.25,2017-04-04,SC0,0.0,1.0,H,H,Aberdeen,12.9,6.0,1.28,0.25,True,0.683437998621,-0.116562001379
24707,4.8,7.8,0.2,10.6,4.4,0.8,1.2,2.4,0.0,0.4,0.6,7.4,12.4,0.0,15.2,5.6,0.6,1.4,0.0,0.6,0.4,1.8,3.67,8.0,0.33,9.0,2.67,0.67,0.67,1.0,0.0,0.67,0.33,9.67,11.67,0.0,15.67,5.0,0.67,1.0,0.0,0.67,0.33,2.0,2.387,3.271,0.447,5.55,2.702,0.837,1.095,2.302,0.0,0.548,0.548,4.561,2.074,0.0,2.775,2.881,0.548,1.14,0.0,0.548,0.548,1.304,2.082,3.0,0.577,5.196,1.528,1.155,0.577,1.0,0.0,0.577,0.577,4.726,2.517,0.0,3.786,1.732,0.577,1.0,0.0,0.577,0.577,1.0,2.6,12.6,0.0,8.4,2.4,2.4,0.8,2.2,0.0,0.2,0.8,7.0,12.8,0.0,12.4,5.6,0.6,1.4,0.2,0.2,0.6,1.8,2.33,13.67,0.0,9.0,2.67,2.33,1.0,2.67,0.0,0.0,1.0,7.33,12.33,0.0,12.67,5.33,0.67,1.67,0.0,0.33,0.67,1.33,0.894,3.435,0.0,1.673,1.14,1.14,0.447,0.837,0.0,0.447,0.447,4.183,3.271,0.0,4.827,2.608,0.548,0.894,0.447,0.447,0.548,0.837,1.155,3.215,0.0,2.0,1.528,0.577,0.0,0.577,0.0,0.0,0.0,4.726,4.509,0.0,4.619,2.082,0.577,0.577,0.0,0.577,0.577,0.577,Bournemouth,8.25,5.1,1.38,2017-04-05,E0,2.0,2.0,D,D,Liverpool,8.45,5.31,1.4,-1.0,True,0.652675452467,-0.0719622286922
