,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred,prob,prob_less_bet
24711,3.6,10.2,0.0,8.4,3.2,2.6,0.6,1.0,0.2,0.6,0.2,8.2,11.0,0.2,16.6,5.2,0.2,0.4,0.0,0.8,0.2,0.6,4.33,11.33,0.0,9.67,3.67,4.0,0.67,0.33,0.33,0.67,0.0,9.0,12.33,0.33,19.67,5.67,0.33,0.33,0.0,1.0,0.0,0.67,2.074,4.087,0.0,3.05,1.304,2.702,0.548,1.732,0.447,0.548,0.447,3.347,3.317,0.447,4.561,1.483,0.447,0.548,0.0,0.447,0.447,0.548,0.577,4.726,0.0,0.577,0.577,2.646,0.577,0.577,0.577,0.577,0.0,2.0,2.517,0.577,1.528,1.155,0.577,0.577,0.0,0.0,0.0,0.577,4.2,10.6,0.0,7.6,3.0,1.2,1.2,1.6,0.2,0.2,0.6,7.6,13.8,0.0,16.6,6.0,0.6,0.6,0.4,0.0,0.6,1.8,4.0,11.67,0.0,8.67,4.0,1.67,2.0,1.67,0.33,0.33,0.33,9.0,13.67,0.0,16.67,5.33,1.0,0.33,0.67,0.0,0.33,1.67,0.447,2.074,0.0,2.702,1.581,0.837,1.304,0.548,0.447,0.447,0.548,3.209,2.775,0.0,4.037,1.225,0.894,0.548,0.548,0.0,0.548,1.483,0.0,2.082,0.0,2.517,1.0,0.577,1.0,0.577,0.577,0.577,0.577,3.606,3.786,0.0,5.132,0.577,1.0,0.577,0.577,0.0,0.577,2.082,Burton,8.05,4.44,1.42,2017-04-05,E1,0.0,1.0,H,D,Newcastle,9.33,4.78,1.41,0.42,True,0.632973577172,-0.071251774941
24713,4.2,12.2,0.0,10.2,4.0,0.8,0.8,1.4,0.0,0.4,0.6,6.8,8.8,0.0,11.2,4.4,0.2,0.6,0.0,0.8,0.2,0.8,2.67,10.67,0.0,10.67,4.67,0.67,0.33,1.0,0.0,0.33,0.67,6.0,9.33,0.0,10.0,4.67,0.0,0.67,0.0,0.67,0.33,1.33,2.588,3.271,0.0,4.324,1.414,0.837,0.837,1.14,0.0,0.548,0.548,1.789,4.147,0.0,3.033,2.408,0.447,0.894,0.0,0.447,0.447,1.304,1.528,3.512,0.0,5.508,1.528,0.577,0.577,1.0,0.0,0.577,0.577,2.0,4.163,0.0,3.606,3.215,0.0,1.155,0.0,0.577,0.577,1.528,3.2,14.4,0.2,8.6,3.0,1.6,0.4,2.2,0.0,0.2,0.8,6.6,10.2,0.0,14.8,4.4,0.2,1.0,0.0,0.4,0.6,1.4,4.0,13.67,0.0,10.67,4.0,1.67,0.33,2.0,0.0,0.0,1.0,7.67,7.33,0.0,12.33,3.67,0.33,1.0,0.0,0.33,0.67,1.0,2.28,3.975,0.447,4.278,2.55,1.517,0.548,1.095,0.0,0.447,0.447,2.408,6.419,0.0,4.025,1.517,0.447,0.707,0.0,0.548,0.548,1.673,2.646,3.055,0.0,4.509,3.0,1.528,0.577,0.0,0.0,0.0,0.0,2.517,4.619,0.0,3.055,0.577,0.577,0.0,0.0,0.577,0.577,1.0,Coventry,10.66,5.38,1.27,2017-04-05,E2,0.0,2.0,H,D,Sheffield United,11.99,5.91,1.29,0.27,True,0.56086602682,-0.226535547983
24716,3.2,15.4,0.2,11.0,3.0,3.4,1.2,1.6,0.4,0.2,0.4,3.2,16.0,0.0,15.8,6.2,0.4,0.8,0.2,0.2,0.6,2.6,2.67,15.67,0.0,10.33,2.33,3.67,1.33,1.67,0.33,0.33,0.33,2.67,15.67,0.0,16.0,5.33,0.33,0.67,0.33,0.0,0.67,3.0,1.095,1.342,0.447,1.871,1.581,1.14,0.447,1.342,0.548,0.447,0.548,2.387,2.739,0.0,1.304,2.049,0.548,0.837,0.447,0.447,0.548,0.894,1.155,1.528,0.0,2.309,1.528,1.155,0.577,1.155,0.577,0.577,0.577,1.155,3.512,0.0,1.732,2.309,0.577,0.577,0.577,0.0,0.577,1.0,2.8,15.2,0.2,7.8,4.0,3.2,0.8,4.0,0.0,0.0,1.0,7.4,9.4,0.0,20.2,8.4,0.6,2.0,0.0,0.2,0.8,1.4,2.33,13.33,0.33,6.0,3.0,3.33,1.0,5.0,0.0,0.0,1.0,8.67,9.33,0.0,24.0,10.0,1.0,2.33,0.0,0.33,0.67,1.67,1.095,3.033,0.447,2.588,1.871,0.447,0.837,1.581,0.0,0.0,0.0,2.608,3.715,0.0,6.221,2.51,0.894,0.707,0.0,0.447,0.447,0.894,1.155,2.309,0.577,1.0,1.732,0.577,1.0,1.0,0.0,0.0,0.0,2.309,5.033,0.0,4.583,1.732,1.0,0.577,0.0,0.577,0.577,1.155,Sevilla,10.58,6.71,1.25,2017-04-05,SP1,0.0,3.0,H,H,Barcelona,10.64,7.25,1.27,0.25,True,0.756127589209,-0.043872410791
24717,4.4,16.2,0.0,8.0,2.2,3.0,0.4,2.6,0.0,0.0,1.0,5.4,13.0,0.0,17.6,7.4,0.2,1.0,0.0,0.4,0.6,2.2,3.33,16.33,0.0,6.67,2.67,3.67,0.67,2.33,0.0,0.0,1.0,4.33,14.33,0.0,15.0,7.33,0.33,0.67,0.0,0.67,0.33,2.0,2.074,2.28,0.0,4.796,1.924,1.414,0.548,1.14,0.0,0.0,0.0,3.05,2.55,0.0,4.393,2.702,0.447,1.0,0.0,0.548,0.548,0.837,0.577,2.517,0.0,5.508,2.082,1.528,0.577,1.155,0.0,0.0,0.0,3.786,2.517,0.0,1.0,3.512,0.577,1.155,0.0,0.577,0.577,1.0,4.2,12.0,0.0,9.2,3.6,3.0,1.0,0.8,0.4,0.4,0.2,6.0,15.4,0.0,13.4,4.4,0.0,0.4,0.0,0.6,0.4,3.4,4.33,12.33,0.0,10.0,3.33,3.67,1.0,1.0,0.33,0.33,0.33,4.33,16.67,0.0,12.67,5.33,0.0,0.33,0.0,0.67,0.33,3.33,2.864,3.391,0.0,4.324,1.14,2.739,0.0,0.837,0.548,0.548,0.447,2.739,6.189,0.0,2.702,2.881,0.0,0.548,0.0,0.548,0.548,1.342,3.512,4.509,0.0,5.568,1.528,3.512,0.0,1.0,0.577,0.577,0.577,1.528,8.386,0.0,3.215,3.512,0.0,0.577,0.0,0.577,0.577,1.155,Granada,5.89,3.94,1.6,2017-04-05,SP1,0.0,0.0,D,D,La Coruna,6.26,4.08,1.63,-1.0,True,0.609177645813,-0.0158223541872
24720,3.8,9.8,0.0,8.8,3.6,0.4,1.0,0.8,0.4,0.4,0.2,3.4,10.0,0.0,8.6,4.0,0.2,0.0,0.2,0.8,0.0,1.2,3.67,11.67,0.0,8.33,2.33,0.67,0.67,1.0,0.33,0.33,0.33,4.33,10.0,0.0,9.67,5.0,0.33,0.0,0.33,0.67,0.0,1.0,1.789,4.147,0.0,3.564,2.191,0.894,1.225,0.837,0.548,0.548,0.447,2.702,4.69,0.0,1.949,2.828,0.447,0.0,0.447,0.447,0.0,0.837,1.528,2.309,0.0,4.933,1.155,1.155,0.577,1.0,0.577,0.577,0.577,3.215,4.359,0.0,1.528,3.464,0.577,0.0,0.577,0.577,0.0,1.0,1.8,13.6,0.0,5.8,2.0,2.6,0.2,2.0,0.0,0.2,0.8,5.6,9.0,0.0,11.8,4.4,0.0,1.0,0.0,0.2,0.8,0.6,2.67,13.0,0.0,6.33,2.33,3.0,0.33,1.67,0.0,0.33,0.67,4.67,10.0,0.0,12.0,5.0,0.0,1.33,0.0,0.0,1.0,0.67,1.643,3.975,0.0,1.304,1.732,1.517,0.447,1.225,0.0,0.447,0.447,2.881,2.55,0.0,3.701,2.408,0.0,0.707,0.0,0.447,0.447,0.894,1.528,5.292,0.0,1.528,2.309,1.732,0.577,0.577,0.0,0.577,0.577,2.082,2.646,0.0,2.646,2.0,0.0,0.577,0.0,0.0,0.0,1.155,Partick,15.05,6.58,1.18,2017-04-05,SC0,1.0,1.0,D,D,Celtic,16.15,7.38,1.21,-1.0,True,0.545217621076,-0.302240006043
24725,2.0,14.4,0.0,9.8,3.6,2.8,1.2,1.8,0.4,0.2,0.4,6.2,14.2,0.2,14.0,4.4,0.4,0.6,0.2,0.6,0.2,1.8,2.33,15.0,0.0,10.67,3.0,3.67,0.67,2.0,0.33,0.33,0.33,6.67,13.33,0.33,16.0,5.67,0.0,0.67,0.0,0.67,0.33,2.33,2.0,2.074,0.0,5.263,1.817,1.304,0.837,2.168,0.548,0.447,0.548,3.114,5.805,0.447,6.205,3.507,0.548,0.894,0.447,0.548,0.447,1.304,2.309,2.646,0.0,4.726,1.732,0.577,0.577,2.646,0.577,0.577,0.577,3.512,6.658,0.577,6.083,3.512,0.0,1.155,0.0,0.577,0.577,1.528,6.0,17.6,0.2,12.6,3.8,2.2,0.4,1.8,0.0,0.2,0.8,4.6,14.6,0.0,14.6,6.2,0.2,1.4,0.0,0.2,0.8,2.8,6.0,19.67,0.33,8.67,3.0,2.67,0.33,1.67,0.0,0.33,0.67,5.67,14.67,0.0,16.67,7.0,0.0,1.0,0.0,0.33,0.67,3.0,4.123,5.941,0.447,6.95,2.168,1.643,0.548,0.837,0.0,0.447,0.447,2.191,2.51,0.0,4.336,1.304,0.447,0.894,0.0,0.447,0.447,1.789,3.0,6.506,0.577,5.132,2.646,2.082,0.577,1.155,0.0,0.577,0.577,2.309,2.517,0.0,3.055,1.0,0.0,1.0,0.0,0.577,0.577,0.0,Celta,3.73,3.51,2.01,2017-04-06,SP1,2.0,3.0,H,D,Valencia,3.83,3.67,2.06,1.01,True,0.519745269483,0.0222328316723
24730,6.2,15.0,0.0,15.8,4.4,1.8,1.4,1.2,0.2,0.4,0.4,4.0,10.2,0.0,11.2,3.6,0.6,0.4,0.4,0.4,0.2,1.6,5.0,14.0,0.0,17.33,4.67,2.0,1.67,1.0,0.33,0.33,0.33,6.0,9.33,0.0,10.67,3.33,0.33,0.33,0.33,0.33,0.33,1.33,3.768,3.808,0.0,7.396,3.286,1.483,0.894,0.837,0.447,0.548,0.548,3.391,2.775,0.0,4.025,2.191,0.548,0.548,0.548,0.548,0.447,0.548,2.646,3.606,0.0,10.017,4.619,2.0,1.155,1.0,0.577,0.577,0.577,2.646,3.215,0.0,4.726,0.577,0.577,0.577,0.577,0.577,0.577,0.577,2.8,11.2,0.2,6.6,2.4,1.6,0.2,4.2,0.0,0.2,0.8,5.8,12.0,0.0,18.2,8.4,0.2,2.2,0.0,0.2,0.8,0.8,2.33,9.33,0.0,7.0,2.33,2.0,0.0,5.67,0.0,0.0,1.0,4.0,11.0,0.0,18.33,9.0,0.0,2.33,0.0,0.0,1.0,0.67,1.304,2.864,0.447,2.074,1.14,0.894,0.447,2.775,0.0,0.447,0.447,2.588,3.808,0.0,4.604,3.209,0.447,0.837,0.0,0.447,0.447,0.837,1.528,1.528,0.0,2.646,1.528,1.0,0.0,2.517,0.0,0.0,0.0,1.0,5.0,0.0,2.517,2.646,0.0,0.577,0.0,0.0,0.0,1.155,Dortmund,5.38,4.0,1.63,2017-04-08,D1,1.0,4.0,H,H,Bayern Munich,5.71,4.32,1.63,0.63,True,0.619975715229,0.00647878271361
24734,5.0,16.8,0.0,13.4,5.4,2.6,1.4,1.8,0.4,0.0,0.6,3.6,11.2,0.0,13.8,5.0,0.6,0.4,0.4,0.4,0.2,0.8,6.0,15.67,0.0,14.0,5.67,3.0,1.33,2.33,0.33,0.0,0.67,4.0,10.33,0.0,15.33,6.0,0.33,0.67,0.33,0.33,0.33,0.33,2.345,4.438,0.0,5.55,3.912,2.074,1.342,2.387,0.548,0.0,0.548,2.074,1.924,0.0,3.564,4.0,0.894,0.894,0.548,0.548,0.447,1.304,2.646,3.786,0.0,2.0,2.309,2.646,1.155,3.215,0.577,0.0,0.577,2.646,2.082,0.0,4.041,5.292,0.577,1.155,0.577,0.577,0.577,0.577,3.4,15.0,0.4,9.4,2.8,3.0,1.2,1.8,0.4,0.0,0.6,6.0,14.0,0.0,15.6,5.2,0.8,0.8,0.4,0.2,0.4,2.0,2.33,14.0,0.33,10.33,2.33,3.33,0.67,2.33,0.33,0.0,0.67,6.67,14.33,0.0,16.33,7.0,0.33,1.0,0.33,0.0,0.67,1.67,2.191,2.915,0.548,4.336,2.049,1.0,1.095,1.789,0.548,0.0,0.548,3.0,2.915,0.0,5.459,3.564,0.837,0.837,0.548,0.447,0.548,1.0,2.082,3.606,0.577,5.033,2.309,1.155,0.577,2.082,0.577,0.0,0.577,3.512,2.082,0.0,7.572,2.646,0.577,1.0,0.577,0.0,0.577,1.155,Leverkusen,3.86,3.57,1.96,2017-04-08,D1,0.0,1.0,H,D,RB Leipzig,4.07,3.74,1.97,0.96,True,0.500577712486,-0.00962636914701
24737,5.6,11.0,0.4,8.0,2.8,1.8,0.2,2.2,0.0,0.2,0.8,6.8,13.0,0.0,14.4,6.2,0.2,0.8,0.0,0.4,0.6,1.6,6.67,9.67,0.67,8.33,2.67,0.67,0.33,3.0,0.0,0.0,1.0,6.0,11.0,0.0,16.0,6.67,0.33,1.0,0.0,0.33,0.67,2.0,3.05,3.536,0.548,1.871,1.789,1.643,0.447,1.483,0.0,0.447,0.447,2.864,4.123,0.0,3.286,1.304,0.447,0.447,0.0,0.548,0.548,0.894,2.309,3.055,0.577,2.082,2.309,0.577,0.577,1.0,0.0,0.0,0.0,3.606,1.732,0.0,1.732,1.528,0.577,0.0,0.0,0.577,0.577,1.0,4.8,9.8,0.0,7.8,2.6,3.2,1.0,1.4,0.0,0.6,0.4,8.0,10.4,0.2,14.6,3.8,0.0,0.2,0.0,0.8,0.2,2.4,4.0,10.33,0.0,7.33,2.67,3.0,0.67,1.0,0.0,0.67,0.33,9.0,10.33,0.0,14.0,3.0,0.0,0.33,0.0,0.67,0.33,2.0,3.114,2.683,0.0,3.962,0.894,0.447,0.707,0.894,0.0,0.548,0.548,1.871,2.302,0.447,2.302,2.28,0.0,0.447,0.0,0.447,0.447,1.14,3.606,3.055,0.0,4.933,1.155,0.0,0.577,1.0,0.0,0.577,0.577,1.0,3.215,0.0,2.646,2.0,0.0,0.577,0.0,0.577,0.577,1.0,Hull,14.5,7.13,1.2,2017-04-08,E0,1.0,3.0,H,H,Man City,14.85,7.6,1.22,0.2,True,0.631469120287,-0.201864213046
24740,3.6,14.6,0.0,8.8,3.2,1.6,0.8,1.6,0.2,0.2,0.6,6.6,9.2,0.0,16.2,5.2,0.6,0.4,0.4,0.2,0.4,1.2,2.67,14.0,0.0,8.33,3.67,1.67,0.67,1.33,0.33,0.0,0.67,5.67,10.0,0.0,16.33,5.33,0.67,0.33,0.33,0.33,0.33,1.33,2.074,1.517,0.0,1.643,1.643,1.14,1.095,0.548,0.447,0.447,0.548,2.608,2.28,0.0,5.805,3.899,0.894,0.548,0.548,0.447,0.548,1.095,2.082,1.732,0.0,2.082,2.082,1.528,1.155,0.577,0.577,0.0,0.577,3.055,2.0,0.0,8.145,5.508,1.155,0.577,0.577,0.577,0.577,1.528,2.0,12.8,0.0,6.4,2.0,2.2,0.6,2.8,0.0,0.0,1.0,7.8,10.2,0.0,18.2,7.6,0.0,1.8,0.0,0.2,0.8,1.2,2.67,13.67,0.0,7.0,3.33,2.67,1.0,3.0,0.0,0.0,1.0,6.67,10.67,0.0,17.67,7.33,0.0,2.33,0.0,0.0,1.0,2.0,1.871,1.304,0.0,2.302,1.871,0.837,0.894,1.304,0.0,0.0,0.0,2.168,1.643,0.0,3.834,2.408,0.0,1.483,0.0,0.447,0.447,1.304,2.082,0.577,0.0,1.732,0.577,0.577,1.0,1.0,0.0,0.0,0.0,1.528,1.528,0.0,4.933,1.528,0.0,1.528,0.0,0.0,0.0,1.0,Watford,13.34,6.1,1.24,2017-04-08,E0,0.0,4.0,H,H,Tottenham,14.0,6.6,1.25,0.24,True,0.771120179681,-0.035331433222
24742,3.6,9.6,0.0,6.8,2.2,2.0,1.2,2.2,0.2,0.0,0.8,5.6,10.2,0.0,15.2,5.6,0.2,0.6,0.0,0.6,0.4,1.4,4.0,9.33,0.0,8.0,2.0,2.0,0.67,2.33,0.0,0.0,1.0,4.0,11.67,0.0,14.33,6.0,0.33,0.67,0.0,0.67,0.33,1.33,2.191,3.847,0.0,3.564,0.837,1.0,1.095,0.447,0.447,0.0,0.447,3.578,2.588,0.0,1.924,0.894,0.447,0.548,0.0,0.548,0.548,1.14,3.0,4.509,0.0,4.359,1.0,1.0,0.577,0.577,0.0,0.0,0.0,3.464,2.082,0.0,2.082,1.0,0.577,0.577,0.0,0.577,0.577,1.528,4.0,12.8,0.0,9.8,3.4,1.8,2.2,1.6,0.6,0.2,0.2,4.6,9.2,0.0,13.4,3.4,1.6,0.2,0.8,0.2,0.0,2.0,4.67,12.0,0.0,9.33,4.0,1.33,2.33,1.67,0.67,0.33,0.0,6.33,8.33,0.0,15.67,4.33,1.67,0.33,1.0,0.0,0.0,1.0,1.225,2.683,0.0,1.304,1.517,0.837,1.483,1.14,0.548,0.447,0.447,2.408,1.643,0.0,5.273,2.302,1.342,0.447,0.447,0.447,0.0,1.871,0.577,3.464,0.0,1.528,1.0,0.577,0.577,0.577,0.577,0.577,0.0,0.577,1.528,0.0,4.509,2.517,1.155,0.577,0.0,0.0,0.0,1.732,Swansea,3.61,3.47,2.09,2017-04-08,E0,0.0,1.0,H,H,West Ham,3.92,3.49,2.09,1.09,True,0.500053246971,0.0215843474498
24748,4.6,14.4,0.0,8.4,2.8,2.6,1.0,1.2,0.2,0.6,0.2,6.6,10.6,0.0,20.6,6.8,0.4,0.4,0.0,1.0,0.0,0.6,4.33,14.0,0.0,7.67,3.0,2.0,1.0,1.67,0.0,0.67,0.33,7.0,9.0,0.0,21.33,6.67,0.33,0.33,0.0,1.0,0.0,0.0,2.608,4.037,0.0,3.209,1.789,1.342,0.0,1.095,0.447,0.548,0.447,4.827,3.975,0.0,2.51,1.789,0.548,0.548,0.0,0.0,0.0,1.342,3.512,5.292,0.0,4.041,2.0,0.0,0.0,1.155,0.0,0.577,0.577,6.083,3.606,0.0,2.082,1.528,0.577,0.577,0.0,0.0,0.0,0.0,2.8,9.2,0.2,8.8,4.0,2.4,1.8,2.0,0.2,0.4,0.4,8.2,6.2,0.0,15.8,5.0,0.6,0.8,0.4,0.0,0.6,1.4,4.0,9.67,0.33,9.67,4.33,3.0,2.0,1.33,0.33,0.67,0.0,8.67,4.67,0.0,16.67,4.33,0.67,0.33,0.67,0.0,0.33,1.67,2.168,1.304,0.447,2.49,1.581,1.14,0.837,1.0,0.447,0.548,0.548,3.564,2.588,0.0,4.207,1.732,0.548,0.837,0.548,0.0,0.548,1.342,2.0,0.577,0.577,3.055,2.082,1.0,1.0,0.577,0.577,0.577,0.0,4.726,1.528,0.0,5.686,0.577,0.577,0.577,0.577,0.0,0.577,1.528,Ipswich,6.22,4.08,1.54,2017-04-08,E1,1.0,3.0,H,H,Fulham,6.64,4.41,1.54,0.54,True,0.671037349807,0.0216867004561
24750,4.0,11.0,0.0,11.0,4.4,1.4,0.8,1.8,0.2,0.2,0.6,6.2,11.0,0.0,16.0,6.0,0.2,0.8,0.2,0.2,0.6,1.0,4.33,10.33,0.0,12.0,4.33,1.33,0.67,2.0,0.33,0.0,0.67,6.0,9.67,0.0,17.0,6.33,0.33,1.0,0.33,0.0,0.67,1.0,1.0,4.0,0.0,2.0,1.14,0.548,1.095,1.304,0.447,0.447,0.548,3.701,3.162,0.0,3.0,1.732,0.447,0.837,0.447,0.447,0.548,0.707,1.155,3.786,0.0,2.0,1.528,0.577,1.155,1.732,0.577,0.0,0.577,5.0,3.055,0.0,3.464,2.309,0.577,1.0,0.577,0.0,0.577,1.0,3.2,9.0,0.2,12.6,3.2,1.8,1.2,2.4,0.0,0.6,0.4,6.2,12.8,0.2,14.2,6.4,0.2,1.4,0.0,0.2,0.8,1.4,3.0,8.67,0.0,12.33,2.33,1.67,1.0,1.67,0.0,0.67,0.33,7.0,14.0,0.33,16.67,6.67,0.0,0.67,0.0,0.33,0.67,1.33,3.033,1.871,0.447,7.197,2.95,1.095,0.837,1.517,0.0,0.548,0.548,4.919,2.168,0.447,5.718,2.793,0.447,1.14,0.0,0.447,0.447,1.14,3.464,0.577,0.0,7.371,1.528,1.528,1.0,0.577,0.0,0.577,0.577,6.083,1.732,0.577,6.028,2.517,0.0,0.577,0.0,0.577,0.577,1.528,Reading,3.79,3.57,1.96,2017-04-08,E1,1.0,7.0,H,H,Norwich,3.93,3.69,2.0,0.96,True,0.623307869133,0.1131037875
24767,2.4,11.8,0.4,8.8,2.4,1.6,0.6,2.8,0.0,0.4,0.6,7.0,11.2,0.0,19.6,7.8,0.4,1.2,0.2,0.2,0.6,0.8,2.33,12.67,0.0,8.67,3.0,2.33,0.67,4.0,0.0,0.33,0.67,7.33,10.33,0.0,22.33,9.0,0.33,1.33,0.33,0.0,0.67,0.67,1.342,5.167,0.894,4.919,2.302,1.342,0.894,2.168,0.0,0.548,0.548,3.317,3.701,0.0,6.804,4.087,0.548,1.304,0.447,0.447,0.548,0.837,1.155,6.658,0.0,3.512,2.646,1.155,1.155,1.732,0.0,0.577,0.577,3.055,3.512,0.0,7.234,3.464,0.577,1.528,0.577,0.0,0.577,0.577,5.4,11.6,0.4,13.0,4.0,1.6,1.2,2.0,0.2,0.4,0.4,3.8,12.2,0.0,14.6,4.8,0.4,1.2,0.2,0.2,0.6,1.6,6.0,14.33,0.67,13.33,3.33,2.0,0.67,3.0,0.0,0.33,0.67,5.0,14.0,0.0,16.67,6.0,0.0,2.0,0.0,0.0,1.0,2.33,2.408,4.98,0.548,3.24,1.225,1.517,1.095,2.0,0.447,0.548,0.548,1.789,5.63,0.0,4.393,2.168,0.894,1.304,0.447,0.447,0.548,2.074,2.0,4.619,0.577,0.577,1.155,2.0,0.577,2.0,0.0,0.577,0.577,0.0,7.0,0.0,4.041,1.732,0.0,1.0,0.0,0.0,0.0,2.517,Metz,7.22,4.31,1.46,2017-04-08,F1,0.0,3.0,H,H,Bordeaux,7.99,4.67,1.46,0.46,True,0.628070895933,-0.0568606109167
