,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD_BET,prob_less_bet
81,36024,7.0,13.4,0.0,16.2,4.4,2.6,2.2,2.8,0.2,0.2,0.6,7.0,12.8,0.0,14.6,5.4,0.2,1.2,0.0,0.2,0.8,2.0,7.0,14.67,0.0,17.0,5.33,2.33,2.33,3.67,0.0,0.0,1.0,7.33,11.0,0.0,16.33,6.67,0.33,1.33,0.0,0.33,0.67,1.67,1.581,6.148,0.0,5.404,1.817,1.949,1.304,1.483,0.447,0.447,0.548,3.317,2.588,0.0,2.881,2.51,0.447,0.447,0.0,0.447,0.447,2.345,1.0,8.327,0.0,5.568,1.528,2.517,1.528,1.155,0.0,0.0,0.0,3.055,1.0,0.0,2.082,2.517,0.577,0.577,0.0,0.577,0.577,2.082,6.8,12.0,0.0,17.6,6.6,2.8,2.0,0.8,0.6,0.2,0.2,3.0,11.6,0.2,7.8,2.6,0.8,0.0,0.8,0.2,0.0,1.4,7.67,11.0,0.0,14.0,5.0,3.33,1.33,1.0,0.33,0.33,0.33,2.67,12.0,0.0,8.33,2.67,1.0,0.0,1.0,0.0,0.0,1.67,2.168,3.082,0.0,5.857,2.881,1.304,1.225,0.837,0.548,0.447,0.447,1.871,3.578,0.447,1.789,0.894,0.447,0.0,0.447,0.447,0.0,1.342,2.082,3.606,0.0,4.359,2.646,1.528,0.577,1.0,0.577,0.577,0.577,2.082,4.583,0.0,2.082,1.155,0.0,0.0,0.0,0.0,0.0,1.528,Crystal Palace,2.29,3.29,3.33,2016-12-10,E0,3.0,3.0,D,H,Hull,2.32,3.37,3.43,3.29,3.37,0.46388913791,0.289137492681,0.246973369408,0.46388913791,A,-1.0,-1.0,2.29,0.0272079152027
82,36025,6.4,11.8,0.0,16.4,5.4,2.8,2.2,1.0,0.8,0.0,0.2,2.8,13.8,0.0,10.8,4.0,1.0,0.8,0.4,0.4,0.2,2.2,7.33,13.33,0.0,17.33,5.67,2.67,2.67,0.67,1.0,0.0,0.0,2.67,11.33,0.0,9.33,2.67,1.33,0.33,0.67,0.33,0.0,2.33,1.949,2.95,0.0,5.128,1.673,0.837,1.483,0.707,0.447,0.0,0.447,1.643,5.718,0.0,2.049,2.449,0.707,0.837,0.548,0.548,0.447,1.095,0.577,2.887,0.0,6.351,2.082,0.577,1.155,0.577,0.0,0.0,0.0,2.082,6.028,0.0,0.577,2.082,0.577,0.577,0.577,0.577,0.0,1.528,4.8,9.2,0.0,11.6,4.2,1.4,1.0,1.8,0.2,0.4,0.4,5.0,10.4,0.0,11.2,3.2,0.2,0.6,0.0,0.6,0.4,1.0,5.67,9.33,0.0,13.33,4.67,2.0,1.67,2.0,0.33,0.33,0.33,5.0,11.0,0.0,11.0,3.0,0.33,0.67,0.0,0.67,0.33,1.33,2.775,1.643,0.0,6.768,2.168,1.673,1.0,1.304,0.447,0.548,0.548,2.55,2.702,0.0,4.604,1.924,0.447,0.548,0.0,0.548,0.548,1.732,2.517,2.309,0.0,8.737,2.517,2.0,0.577,1.0,0.577,0.577,0.577,3.0,3.606,0.0,6.0,1.0,0.577,0.577,0.0,0.577,0.577,2.309,Man City,1.7,3.95,4.99,2016-12-10,E0,2.0,4.0,H,H,Leicester,1.7,4.1,5.28,4.99,5.28,0.517672139892,0.250215202714,0.232112657394,0.517672139892,A,-1.0,-1.0,1.7,-0.0705631542256
83,36026,2.6,13.6,0.4,8.4,2.0,3.2,0.4,1.4,0.2,0.0,0.8,9.4,9.2,0.0,23.6,6.4,0.2,0.6,0.0,0.8,0.2,1.6,2.67,13.0,0.33,8.33,2.33,3.33,0.67,1.33,0.33,0.0,0.67,9.0,9.67,0.0,23.0,5.67,0.33,0.33,0.0,1.0,0.0,2.0,1.342,3.13,0.548,2.302,1.225,1.789,0.894,0.548,0.447,0.0,0.447,3.578,3.421,0.0,5.32,2.191,0.447,0.894,0.0,0.447,0.447,0.894,1.155,4.0,0.577,2.082,1.528,1.528,1.155,0.577,0.577,0.0,0.577,3.0,4.509,0.0,3.606,2.309,0.577,0.577,0.0,0.0,0.0,1.0,5.0,14.8,0.0,13.4,3.8,2.8,2.4,1.6,0.6,0.2,0.2,4.8,12.4,0.0,11.2,4.6,1.0,0.6,0.2,0.6,0.2,2.0,2.67,18.67,0.0,10.33,3.0,2.67,2.33,2.0,0.33,0.33,0.33,6.33,12.0,0.0,11.67,5.0,1.33,0.33,0.33,0.67,0.0,2.0,4.0,6.221,0.0,4.336,1.483,1.643,1.517,1.949,0.548,0.447,0.447,3.564,2.608,0.0,4.658,2.966,1.225,0.548,0.447,0.548,0.447,1.414,3.055,4.619,0.0,1.528,1.0,2.082,2.082,2.646,0.577,0.577,0.577,4.041,3.0,0.0,6.028,4.0,1.528,0.577,0.577,0.577,0.0,2.0,Sunderland,3.55,3.45,2.13,2016-12-10,E0,0.0,3.0,H,D,Swansea,3.68,3.55,2.14,2.13,2.14,0.16478036663,0.241529550415,0.593690082955,0.593690082955,H,1.13,1.14,2.13,0.12420651488
84,36027,3.2,13.8,0.0,10.0,2.6,2.4,0.4,2.0,0.0,0.2,0.8,5.8,9.8,0.0,15.6,5.6,0.0,1.2,0.0,0.2,0.8,0.8,4.0,15.33,0.0,11.33,3.0,2.67,0.33,2.67,0.0,0.0,1.0,3.67,10.67,0.0,15.67,6.33,0.0,1.67,0.0,0.0,1.0,0.67,2.775,2.775,0.0,7.874,3.13,0.548,0.548,1.732,0.0,0.447,0.447,4.207,4.207,0.0,4.98,3.435,0.0,1.095,0.0,0.447,0.447,1.095,3.464,0.577,0.0,9.609,4.359,0.577,0.577,2.082,0.0,0.0,0.0,1.528,5.508,0.0,6.11,3.055,0.0,1.155,0.0,0.0,0.0,1.155,4.6,14.2,0.0,11.6,1.8,2.6,1.0,1.6,0.2,0.2,0.6,4.6,16.0,0.2,14.0,3.4,0.6,0.6,0.4,0.2,0.4,2.4,3.67,13.33,0.0,10.67,1.67,1.67,0.67,1.0,0.33,0.0,0.67,4.67,16.33,0.33,14.33,1.67,0.67,0.67,0.33,0.33,0.33,2.0,2.074,4.494,0.0,2.881,0.447,1.673,0.707,1.14,0.447,0.447,0.548,1.517,4.848,0.447,5.339,2.702,0.548,0.894,0.548,0.447,0.548,0.894,2.082,5.033,0.0,3.055,0.577,1.528,0.577,1.0,0.577,0.0,0.577,2.082,6.658,0.577,6.658,1.528,0.577,1.155,0.577,0.577,0.577,1.0,Everton,2.44,3.28,3.06,2016-12-10,E0,2.0,3.0,H,D,Watford,2.45,3.39,3.15,3.06,3.15,0.167622108844,0.234605966341,0.597771924815,0.597771924815,H,2.06,2.15,3.06,0.270974539194
85,36068,5.0,11.4,0.0,10.8,3.6,2.8,1.2,1.2,0.2,0.6,0.2,4.4,8.0,0.0,11.0,3.4,0.4,0.4,0.4,0.4,0.2,1.6,4.67,10.33,0.0,9.33,2.67,2.33,1.33,1.33,0.33,0.33,0.33,3.33,8.0,0.0,12.0,4.33,0.33,0.67,0.33,0.33,0.33,1.33,1.732,2.302,0.0,4.025,2.408,0.837,0.447,0.447,0.447,0.548,0.447,1.817,1.0,0.0,6.205,2.191,0.548,0.894,0.548,0.548,0.447,1.342,2.309,2.517,0.0,2.887,2.082,0.577,0.577,0.577,0.577,0.577,0.577,1.528,1.0,0.0,8.185,2.517,0.577,1.155,0.577,0.577,0.577,1.528,5.2,14.8,0.0,9.4,3.2,1.6,0.6,3.0,0.2,0.0,0.8,5.2,7.4,0.0,14.4,6.0,0.6,1.6,0.2,0.2,0.6,1.4,5.67,16.33,0.0,9.67,3.67,2.0,0.33,3.67,0.0,0.0,1.0,4.0,8.33,0.0,14.67,6.67,0.33,2.0,0.0,0.33,0.67,1.67,2.387,2.168,0.0,6.189,2.95,0.894,0.894,1.581,0.447,0.0,0.447,1.924,3.209,0.0,4.506,1.871,0.894,1.14,0.447,0.447,0.548,1.14,3.215,0.577,0.0,7.767,3.215,1.0,0.577,1.528,0.0,0.0,0.0,1.0,4.163,0.0,6.028,2.082,0.577,1.0,0.0,0.577,0.577,1.528,West Brom,12.53,5.84,1.27,2016-12-11,E0,0.0,1.0,H,D,Chelsea,14.32,6.25,1.27,1.27,1.27,0.180459165407,0.217636025634,0.60190480896,0.60190480896,H,0.27,0.27,1.27,-0.185496765843
86,36069,5.8,12.6,0.4,13.0,3.4,2.0,1.2,2.0,0.2,0.2,0.6,5.8,14.0,0.0,13.6,5.8,0.6,0.8,0.4,0.4,0.2,2.2,5.67,14.67,0.33,10.0,2.67,2.0,1.0,2.0,0.0,0.33,0.67,6.67,14.67,0.0,16.0,6.67,0.67,0.33,0.33,0.67,0.0,2.67,1.483,4.099,0.548,6.205,1.14,1.0,0.837,1.581,0.447,0.447,0.548,2.683,1.581,0.0,3.782,1.789,0.548,1.304,0.548,0.548,0.447,0.837,2.082,2.309,0.577,3.606,0.577,1.0,1.0,1.0,0.0,0.577,0.577,2.309,1.528,0.0,1.732,1.155,0.577,0.577,0.577,0.577,0.0,0.577,2.4,12.0,0.2,6.4,2.4,2.8,0.6,3.0,0.0,0.2,0.8,6.8,10.0,0.0,23.4,9.2,0.0,1.6,0.0,0.4,0.6,0.8,3.0,10.67,0.0,7.67,3.33,2.67,0.67,3.33,0.0,0.0,1.0,6.0,9.33,0.0,25.33,10.33,0.0,1.67,0.0,0.33,0.67,1.0,1.14,4.848,0.447,3.209,3.13,0.837,0.548,2.449,0.0,0.447,0.447,4.266,3.937,0.0,8.961,5.404,0.0,1.517,0.0,0.548,0.548,0.447,1.0,2.082,0.0,2.887,4.041,0.577,0.577,2.309,0.0,0.0,0.0,3.0,4.509,0.0,3.786,5.774,0.0,1.528,0.0,0.577,0.577,0.0,West Ham,10.37,5.9,1.29,2016-12-11,E0,2.0,2.0,D,A,Liverpool,11.73,6.29,1.29,5.9,6.29,0.0981013631972,0.199923892072,0.701974744731,0.701974744731,H,-1.0,-1.0,1.29,-0.073219053719
87,36070,6.4,13.4,0.0,15.4,5.2,2.0,1.0,1.0,0.2,0.6,0.2,4.8,12.4,0.0,9.2,2.8,0.6,0.4,0.2,0.6,0.2,1.8,4.67,16.0,0.0,12.67,4.33,2.33,0.67,1.0,0.0,0.67,0.33,5.67,11.33,0.0,10.67,2.67,0.33,0.67,0.0,0.67,0.33,1.67,3.286,3.647,0.0,4.336,1.924,1.225,0.707,0.707,0.447,0.548,0.447,2.28,1.817,0.0,3.421,1.643,0.894,0.548,0.447,0.548,0.447,0.447,3.055,1.0,0.0,3.055,1.528,1.528,0.577,1.0,0.0,0.577,0.577,2.309,1.528,0.0,3.786,2.082,0.577,0.577,0.0,0.577,0.577,0.577,3.4,11.4,0.0,7.0,2.6,1.8,0.8,1.4,0.0,0.8,0.2,11.6,13.0,0.2,21.2,8.0,0.2,1.0,0.0,0.8,0.2,2.0,3.0,12.0,0.0,6.0,1.33,2.33,0.67,0.67,0.0,1.0,0.0,12.33,14.0,0.33,22.0,8.0,0.33,0.33,0.0,1.0,0.0,2.33,1.949,2.881,0.0,1.871,2.074,1.304,0.447,1.517,0.0,0.447,0.447,4.615,2.646,0.447,9.834,2.236,0.447,1.732,0.0,0.447,0.447,1.414,1.732,3.606,0.0,1.0,0.577,1.155,0.577,0.577,0.0,0.0,0.0,5.859,2.0,0.577,13.229,3.0,0.577,0.577,0.0,0.0,0.0,1.155,Tottenham,3.49,3.32,2.2,2016-12-11,E0,0.0,1.0,H,H,Man United,3.64,3.37,2.22,2.2,2.22,0.151520970071,0.207495243088,0.640983786841,0.640983786841,H,1.2,1.22,2.2,0.186438332296
88,36071,3.2,13.4,0.0,7.6,2.4,2.2,1.0,1.4,0.0,0.8,0.2,5.6,9.2,0.0,15.0,4.6,0.4,1.0,0.0,0.6,0.4,2.0,2.67,13.33,0.0,7.33,3.0,2.33,1.0,1.0,0.0,1.0,0.0,6.0,9.33,0.0,15.0,5.0,0.33,0.67,0.0,0.67,0.33,2.0,1.095,1.517,0.0,2.408,1.517,1.643,0.707,1.14,0.0,0.447,0.447,2.608,4.494,0.0,6.782,2.074,0.548,1.225,0.0,0.548,0.548,1.225,0.577,1.528,0.0,3.215,1.0,2.082,1.0,1.0,0.0,0.0,0.0,3.464,4.933,0.0,8.718,2.0,0.577,0.577,0.0,0.577,0.577,1.732,3.6,12.2,0.0,11.2,2.8,1.2,0.6,1.0,0.2,0.2,0.6,5.6,11.4,0.0,16.4,5.6,0.2,0.2,0.2,0.6,0.2,0.6,4.33,14.0,0.0,13.67,3.33,1.0,0.67,0.33,0.33,0.33,0.33,4.33,10.67,0.0,9.67,2.67,0.33,0.33,0.33,0.33,0.33,0.33,2.702,3.114,0.0,3.633,2.49,0.837,0.894,1.225,0.447,0.447,0.548,2.793,2.302,0.0,11.739,5.595,0.447,0.447,0.447,0.548,0.447,0.548,3.215,2.646,0.0,1.155,3.215,1.0,1.155,0.577,0.577,0.577,0.577,3.055,2.517,0.0,7.024,3.786,0.577,0.577,0.577,0.577,0.577,0.577,Middlesbrough,5.83,3.61,1.69,2016-12-11,E0,0.0,1.0,H,D,Southampton,6.42,3.68,1.68,1.69,1.68,0.176439228955,0.24558498653,0.577975784515,0.577975784515,H,0.69,0.68,1.69,-0.0137401918164
89,36090,4.4,14.8,0.0,9.6,2.2,2.2,0.8,2.4,0.0,0.2,0.8,6.2,9.2,0.0,17.2,5.4,0.2,1.8,0.0,0.2,0.8,1.8,3.67,16.67,0.0,11.0,2.67,2.67,1.0,1.67,0.0,0.33,0.67,5.0,10.33,0.0,18.0,4.67,0.33,1.0,0.0,0.33,0.67,2.67,2.074,3.899,0.0,4.722,1.924,1.304,0.447,1.14,0.0,0.447,0.447,2.49,2.387,0.0,5.02,1.517,0.447,1.483,0.0,0.447,0.447,1.304,2.517,4.163,0.0,5.568,2.082,1.528,0.0,0.577,0.0,0.577,0.577,2.646,2.082,0.0,6.928,1.528,0.577,1.0,0.0,0.577,0.577,0.577,4.4,15.4,0.2,11.8,3.4,2.6,1.2,2.4,0.2,0.2,0.6,6.6,10.2,0.0,15.2,5.4,0.8,1.0,0.2,0.4,0.4,1.8,5.0,16.33,0.33,11.67,3.67,2.67,1.67,1.67,0.33,0.33,0.33,7.67,11.0,0.0,14.0,5.33,1.0,0.33,0.33,0.67,0.0,2.33,2.702,1.517,0.447,2.775,0.894,0.894,1.304,2.51,0.447,0.447,0.548,3.209,2.28,0.0,6.419,4.159,0.837,1.225,0.447,0.548,0.548,1.095,3.606,1.155,0.577,3.786,0.577,1.155,1.528,2.082,0.577,0.577,0.577,4.041,2.646,0.0,7.211,3.786,1.0,0.577,0.577,0.577,0.0,0.577,Leicester,3.04,3.4,2.41,2016-12-13,E0,0.0,1.0,H,H,Bournemouth,3.13,3.47,2.43,2.41,2.43,0.127837740853,0.209280153064,0.662882106083,0.662882106083,H,1.41,1.43,2.41,0.247944346747
90,36091,4.8,10.0,0.0,17.4,6.0,2.2,3.0,0.8,0.8,0.2,0.0,3.4,8.8,0.2,8.2,2.4,0.6,0.0,0.6,0.4,0.0,2.0,4.67,11.67,0.0,15.0,6.0,3.0,3.33,1.0,0.67,0.33,0.0,4.33,11.0,0.0,8.33,3.0,0.67,0.0,0.67,0.33,0.0,3.33,2.28,4.0,0.0,7.301,3.873,1.304,1.871,0.447,0.447,0.447,0.0,3.847,4.324,0.447,3.633,1.673,0.548,0.0,0.548,0.548,0.0,1.871,3.055,1.155,0.0,8.718,4.583,0.0,2.082,0.0,0.577,0.577,0.0,5.132,2.646,0.0,4.726,2.0,0.577,0.0,0.577,0.577,0.0,0.577,5.2,12.2,0.0,9.0,2.0,2.6,0.8,1.6,0.0,0.6,0.4,8.0,12.4,0.0,13.6,5.4,0.6,0.8,0.4,0.2,0.4,3.0,4.67,11.67,0.0,9.33,2.67,2.67,0.67,1.33,0.0,0.67,0.33,8.0,13.67,0.0,14.67,6.0,0.67,0.0,0.67,0.33,0.0,2.67,3.033,1.643,0.0,3.082,1.225,1.14,0.447,0.894,0.0,0.548,0.548,2.0,4.336,0.0,2.191,1.342,0.548,1.304,0.548,0.447,0.548,1.414,2.887,0.577,0.0,4.041,0.577,0.577,0.577,0.577,0.0,0.577,0.577,2.0,1.155,0.0,2.082,0.0,0.577,0.0,0.577,0.577,0.0,1.155,Arsenal,1.91,3.7,4.11,2016-12-13,E0,1.0,2.0,H,D,Everton,1.92,3.77,4.28,4.11,4.28,0.468264201947,0.275678195382,0.256057602671,0.468264201947,A,-1.0,-1.0,1.91,-0.0552960074775
91,36102,3.6,16.6,0.0,11.4,2.6,3.0,1.0,1.8,0.2,0.4,0.4,4.2,11.4,0.0,10.4,4.2,0.8,0.6,0.4,0.2,0.4,1.6,3.33,14.67,0.0,11.67,3.33,2.33,1.33,2.0,0.33,0.33,0.33,4.33,9.67,0.0,11.0,4.33,1.33,0.67,0.67,0.0,0.33,1.67,3.286,3.507,0.0,3.912,1.517,1.0,1.225,1.643,0.447,0.548,0.548,1.643,3.209,0.0,3.209,2.168,1.304,0.894,0.548,0.447,0.548,1.517,3.512,3.215,0.0,3.786,1.528,0.577,1.528,1.732,0.577,0.577,0.577,2.082,3.055,0.0,4.359,2.887,1.528,1.155,0.577,0.0,0.577,1.528,6.0,11.0,0.2,13.4,5.0,1.8,1.6,2.0,0.6,0.0,0.4,5.2,13.0,0.0,10.2,4.6,1.0,1.2,0.6,0.0,0.4,1.6,6.33,11.0,0.0,14.67,5.67,1.67,2.0,2.0,0.67,0.0,0.33,3.0,12.67,0.0,8.33,4.0,1.33,1.33,0.67,0.0,0.33,1.67,2.236,4.0,0.447,3.362,2.828,0.837,1.517,1.581,0.548,0.0,0.548,3.271,1.871,0.0,2.775,2.408,1.225,1.095,0.548,0.0,0.548,0.894,3.055,5.292,0.0,4.041,3.786,0.577,2.0,1.0,0.577,0.0,0.577,1.0,2.082,0.0,1.155,2.0,1.528,1.155,0.577,0.0,0.577,1.155,Man United,1.68,3.94,5.19,2016-12-14,E0,2.0,1.0,A,A,Crystal Palace,1.68,4.08,5.56,1.68,1.68,0.45723443438,0.255661606634,0.287103958987,0.45723443438,A,0.68,0.68,1.68,-0.138003660858
92,36103,4.2,11.8,0.2,10.8,4.0,1.6,0.6,2.2,0.2,0.2,0.6,5.4,13.4,0.0,14.6,6.4,0.0,1.2,0.0,0.4,0.6,2.0,3.0,11.33,0.33,12.67,5.0,1.33,0.67,3.0,0.0,0.33,0.67,5.33,13.67,0.0,16.67,8.33,0.0,1.67,0.0,0.33,0.67,1.67,1.789,3.493,0.447,4.658,2.55,0.894,0.548,2.49,0.447,0.447,0.548,1.817,1.817,0.0,7.57,5.983,0.0,1.304,0.0,0.548,0.548,1.225,1.0,4.163,0.577,3.786,3.0,0.577,0.577,3.0,0.0,0.577,0.577,2.082,1.528,0.0,9.815,7.572,0.0,1.528,0.0,0.577,0.577,0.577,2.6,10.8,0.0,6.0,2.6,2.4,1.2,1.6,0.2,0.6,0.2,9.0,9.4,0.6,18.4,7.0,0.2,0.8,0.2,0.2,0.6,1.4,2.33,11.33,0.0,7.0,3.0,3.0,1.67,1.0,0.33,0.67,0.0,9.0,10.67,0.67,17.67,5.0,0.33,0.67,0.33,0.0,0.67,2.0,1.517,2.49,0.0,2.55,0.894,0.894,1.095,1.342,0.447,0.548,0.447,2.915,3.05,0.894,4.615,3.391,0.447,0.837,0.447,0.447,0.548,1.14,0.577,3.215,0.0,2.646,1.0,0.0,1.155,0.0,0.577,0.577,0.0,1.0,3.512,1.155,6.351,2.0,0.577,0.577,0.577,0.0,0.577,1.0,Watford,11.65,6.26,1.26,2016-12-14,E0,0.0,2.0,H,H,Man City,12.25,6.4,1.28,1.26,1.28,0.114038805389,0.204897446067,0.681063748544,0.681063748544,H,0.26,0.28,1.26,-0.112587045107
93,36104,6.8,11.0,0.0,14.6,5.2,1.6,2.2,1.6,0.6,0.2,0.2,3.4,9.8,0.0,8.4,4.2,1.4,0.6,0.6,0.2,0.2,1.4,6.67,11.0,0.0,14.0,5.0,1.67,2.33,2.0,0.33,0.33,0.33,2.67,10.67,0.0,7.33,4.67,1.67,0.67,0.67,0.33,0.0,1.33,3.114,4.472,0.0,3.209,3.114,0.548,1.483,1.517,0.548,0.447,0.447,1.817,3.421,0.0,3.782,3.033,1.342,0.894,0.548,0.447,0.447,0.548,3.215,6.0,0.0,3.606,4.359,0.577,2.082,2.0,0.577,0.577,0.577,1.528,3.786,0.0,4.509,4.163,1.528,1.155,0.577,0.577,0.0,0.577,6.6,9.0,0.0,11.4,3.0,1.4,0.8,0.8,0.6,0.0,0.4,5.0,10.2,0.0,10.8,2.6,0.6,0.2,0.4,0.4,0.2,2.0,5.67,8.67,0.0,11.33,2.67,1.67,0.33,1.0,0.33,0.0,0.67,6.33,7.33,0.0,12.67,2.67,0.33,0.33,0.33,0.33,0.33,1.33,2.51,2.345,0.0,6.269,1.225,0.894,0.837,0.837,0.548,0.0,0.548,4.583,5.357,0.0,3.633,1.14,0.894,0.447,0.548,0.548,0.447,1.225,2.309,3.215,0.0,4.726,0.577,1.155,0.577,1.0,0.577,0.0,0.577,5.859,5.132,0.0,3.055,1.528,0.577,0.577,0.577,0.577,0.577,0.577,Liverpool,1.58,4.13,5.99,2016-12-14,E0,3.0,0.0,A,A,Middlesbrough,1.58,4.28,6.48,1.58,1.58,0.531786280965,0.235797550917,0.232416168118,0.531786280965,A,0.58,0.58,1.58,-0.10112511144
