,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD_BET,prob_less_bet
235,37311,2.8,12.8,0.0,7.0,2.2,2.0,0.6,2.0,0.0,0.6,0.4,5.8,10.6,0.0,16.4,5.2,0.4,1.0,0.2,0.4,0.4,1.8,4.0,13.0,0.0,5.33,2.0,2.33,0.67,1.67,0.0,0.67,0.33,5.67,10.0,0.0,16.67,4.0,0.33,0.67,0.33,0.33,0.33,2.33,2.588,0.837,0.0,5.431,1.924,0.707,0.894,1.581,0.0,0.548,0.548,1.789,3.209,0.0,3.647,3.347,0.548,1.0,0.447,0.548,0.548,1.304,2.646,1.0,0.0,2.517,1.0,0.577,1.155,1.528,0.0,0.577,0.577,1.528,4.359,0.0,1.155,1.0,0.577,1.155,0.577,0.577,0.577,1.155,5.4,11.2,0.4,12.0,4.8,1.4,1.2,1.4,0.2,0.4,0.4,5.8,14.6,0.0,15.2,5.4,0.4,0.8,0.2,0.4,0.4,3.2,6.67,10.33,0.33,14.67,5.33,2.0,1.67,1.67,0.33,0.33,0.33,7.67,15.33,0.0,16.0,5.0,0.67,0.67,0.33,0.33,0.33,2.67,2.881,3.114,0.548,5.385,4.147,1.14,1.643,1.14,0.447,0.548,0.548,4.207,2.608,0.0,5.263,3.362,0.894,0.837,0.447,0.548,0.548,1.483,2.082,3.215,0.577,4.726,4.933,1.0,2.082,1.155,0.577,0.577,0.577,4.726,3.055,0.0,7.0,4.583,1.155,0.577,0.577,0.577,0.577,1.528,West Brom,3.13,3.14,2.49,2017-04-04,E0,0.0,2.0,H,H,Watford,3.19,3.16,2.56,2.49,2.56,0.175752933513,0.255851381616,0.568395684871,0.568395684871,H,1.49,1.56,2.49,0.166789259169
236,37336,4.8,13.4,0.2,11.8,4.4,1.6,2.0,1.6,0.4,0.2,0.4,4.8,14.6,0.0,13.8,4.4,1.2,0.8,0.6,0.2,0.2,2.4,5.67,12.67,0.33,13.33,4.33,1.67,1.33,2.0,0.0,0.33,0.67,4.67,18.0,0.0,12.33,4.33,0.67,0.67,0.33,0.33,0.33,3.33,1.643,2.51,0.447,3.421,1.817,0.548,1.0,0.894,0.548,0.447,0.548,1.483,5.177,0.0,6.723,3.435,0.837,0.447,0.548,0.447,0.447,1.673,0.577,3.215,0.577,1.528,2.517,0.577,0.577,1.0,0.0,0.577,0.577,0.577,2.0,0.0,7.572,4.163,0.577,0.577,0.577,0.577,0.577,1.155,5.8,11.4,0.2,10.6,5.2,2.0,1.0,1.8,0.2,0.2,0.6,6.6,10.6,0.2,18.2,6.0,0.8,0.6,0.4,0.2,0.4,2.2,7.0,13.0,0.33,11.0,5.0,2.0,1.33,1.67,0.33,0.33,0.33,5.0,10.67,0.0,15.0,5.0,1.33,0.67,0.67,0.0,0.33,3.0,2.049,3.578,0.447,2.881,1.304,1.0,1.0,0.447,0.447,0.447,0.548,3.362,1.949,0.447,6.261,2.0,1.095,0.548,0.548,0.447,0.548,1.095,1.732,3.464,0.577,2.646,1.0,1.0,1.155,0.577,0.577,0.577,0.577,3.464,2.309,0.0,6.245,2.0,1.155,0.577,0.577,0.0,0.577,0.0,West Ham,7.7,5.11,1.39,2017-04-05,E0,0.0,3.0,H,D,Arsenal,7.89,5.32,1.42,1.39,1.42,0.327800433744,0.309167860894,0.363031705362,0.363031705362,H,0.39,0.42,1.39,-0.35639275507
237,37337,5.8,10.2,0.0,13.8,5.2,2.0,2.0,1.2,0.6,0.2,0.2,3.4,11.0,0.0,7.2,2.4,1.4,0.4,0.8,0.0,0.2,2.2,6.33,10.0,0.0,15.0,5.67,1.67,2.0,0.67,0.67,0.33,0.0,4.0,9.0,0.0,8.0,2.33,1.33,0.33,1.0,0.0,0.0,2.0,1.789,4.658,0.0,2.168,1.095,1.225,1.414,1.789,0.548,0.447,0.447,1.517,3.674,0.0,2.387,1.342,1.14,0.548,0.447,0.0,0.447,0.837,2.082,5.568,0.0,1.732,1.155,1.528,0.0,1.155,0.577,0.577,0.0,1.732,1.732,0.0,3.0,1.155,0.577,0.577,0.0,0.0,0.0,1.0,5.4,11.2,0.0,6.8,3.2,2.2,1.2,2.6,0.2,0.0,0.8,8.8,12.2,0.0,16.0,6.8,0.6,1.0,0.2,0.2,0.6,1.8,5.67,12.0,0.0,6.67,3.33,2.0,1.33,2.33,0.33,0.0,0.67,9.0,12.33,0.0,17.67,7.33,1.0,1.0,0.33,0.33,0.33,1.67,4.775,2.683,0.0,2.683,1.304,0.837,0.837,1.14,0.447,0.0,0.447,0.837,1.095,0.0,5.612,2.49,0.894,0.0,0.447,0.447,0.548,1.095,6.429,3.464,0.0,3.215,1.528,1.0,0.577,1.155,0.577,0.0,0.577,1.0,1.528,0.0,5.686,3.215,1.0,0.0,0.577,0.577,0.577,1.155,Man City,3.05,3.41,2.37,2017-04-05,E0,1.0,2.0,H,H,Chelsea,3.08,3.56,2.41,2.37,2.41,0.399554996219,0.290333196983,0.310111806798,0.399554996219,A,-1.0,-1.0,3.05,0.0716861437605
238,37338,1.8,15.4,0.0,8.0,1.6,1.6,0.0,0.8,0.0,0.4,0.6,7.0,12.2,0.0,14.4,4.8,0.0,0.6,0.0,0.6,0.4,1.8,2.0,17.0,0.0,9.0,2.33,2.0,0.0,1.0,0.0,0.33,0.67,7.0,12.67,0.0,14.33,4.67,0.0,1.0,0.0,0.33,0.67,2.0,0.837,3.209,0.0,2.121,1.517,0.894,0.0,0.837,0.0,0.548,0.548,3.808,3.564,0.0,1.949,2.049,0.0,0.894,0.0,0.548,0.548,1.304,1.0,2.646,0.0,1.732,1.528,1.0,0.0,1.0,0.0,0.577,0.577,3.606,3.512,0.0,1.155,2.887,0.0,1.0,0.0,0.577,0.577,1.0,7.0,10.0,0.2,12.6,4.2,1.2,0.8,2.0,0.0,0.2,0.8,3.6,12.0,0.0,11.6,3.6,0.4,0.4,0.2,0.6,0.2,1.6,5.0,9.0,0.33,11.0,3.33,1.33,1.0,1.67,0.0,0.33,0.67,4.33,12.67,0.0,12.33,3.67,0.33,0.0,0.33,0.67,0.0,2.0,4.69,3.162,0.447,5.459,1.304,0.447,0.447,0.707,0.0,0.447,0.447,2.074,3.391,0.0,4.219,2.191,0.548,0.548,0.447,0.548,0.447,1.14,2.0,4.0,0.577,1.0,0.577,0.577,0.0,0.577,0.0,0.577,0.577,2.082,4.163,0.0,4.619,3.055,0.577,0.0,0.577,0.577,0.0,1.0,Middlesbrough,4.04,3.27,2.05,2017-04-05,E0,2.0,4.0,H,H,Hull,4.2,3.32,2.08,2.05,2.08,0.18840097705,0.25056267344,0.56103634951,0.56103634951,H,1.05,1.08,2.05,0.0732314714615
239,37339,4.8,7.8,0.2,10.6,4.4,0.8,1.2,2.4,0.0,0.4,0.6,7.4,12.4,0.0,15.2,5.6,0.6,1.4,0.0,0.6,0.4,1.8,3.67,8.0,0.33,9.0,2.67,0.67,0.67,1.0,0.0,0.67,0.33,9.67,11.67,0.0,15.67,5.0,0.67,1.0,0.0,0.67,0.33,2.0,2.387,3.271,0.447,5.55,2.702,0.837,1.095,2.302,0.0,0.548,0.548,4.561,2.074,0.0,2.775,2.881,0.548,1.14,0.0,0.548,0.548,1.304,2.082,3.0,0.577,5.196,1.528,1.155,0.577,1.0,0.0,0.577,0.577,4.726,2.517,0.0,3.786,1.732,0.577,1.0,0.0,0.577,0.577,1.0,2.6,12.6,0.0,8.4,2.4,2.4,0.8,2.2,0.0,0.2,0.8,7.0,12.8,0.0,12.4,5.6,0.6,1.4,0.2,0.2,0.6,1.8,2.33,13.67,0.0,9.0,2.67,2.33,1.0,2.67,0.0,0.0,1.0,7.33,12.33,0.0,12.67,5.33,0.67,1.67,0.0,0.33,0.67,1.33,0.894,3.435,0.0,1.673,1.14,1.14,0.447,0.837,0.0,0.447,0.447,4.183,3.271,0.0,4.827,2.608,0.548,0.894,0.447,0.447,0.548,0.837,1.155,3.215,0.0,2.0,1.528,0.577,0.0,0.577,0.0,0.0,0.0,4.726,4.509,0.0,4.619,2.082,0.577,0.577,0.0,0.577,0.577,0.577,Bournemouth,8.25,5.1,1.38,2017-04-05,E0,2.0,2.0,D,D,Liverpool,8.45,5.31,1.4,5.1,5.31,0.110031897829,0.210935145611,0.679032956559,0.679032956559,H,-1.0,-1.0,1.38,-0.0456047246002
240,37340,3.6,15.4,0.0,9.0,2.6,2.4,1.2,1.0,0.6,0.0,0.4,4.6,10.8,0.0,13.2,4.2,0.4,0.2,0.2,0.8,0.0,1.6,4.33,13.33,0.0,8.0,2.67,2.0,1.33,0.67,0.67,0.0,0.33,6.33,10.0,0.0,14.0,5.33,0.67,0.33,0.33,0.67,0.0,1.33,1.342,4.336,0.0,2.0,1.517,1.14,1.095,1.225,0.548,0.0,0.548,2.881,2.28,0.0,6.535,3.962,0.894,0.447,0.447,0.447,0.0,1.817,1.155,1.155,0.0,2.0,1.528,1.0,1.155,0.577,0.577,0.0,0.577,2.309,2.0,0.0,8.888,5.132,1.155,0.577,0.577,0.577,0.0,1.528,4.0,13.2,0.0,10.6,3.4,2.0,1.8,1.2,0.6,0.2,0.2,5.2,10.8,0.4,14.8,4.2,0.8,1.0,0.2,0.6,0.2,0.6,2.33,11.0,0.0,9.67,3.0,1.0,1.0,1.33,0.33,0.33,0.33,5.33,11.33,0.0,18.33,6.0,0.67,1.0,0.33,0.33,0.33,0.33,3.391,3.962,0.0,4.393,1.14,1.581,1.789,1.095,0.548,0.447,0.447,2.588,3.114,0.548,5.541,2.775,0.837,0.707,0.447,0.548,0.447,0.548,0.577,3.606,0.0,3.215,1.0,1.0,1.732,1.528,0.577,0.577,0.577,2.082,3.055,0.0,3.786,1.732,1.155,1.0,0.577,0.577,0.577,0.577,Crystal Palace,4.67,3.56,1.83,2017-04-05,E0,1.0,3.0,H,D,Southampton,4.86,3.7,1.84,1.83,1.84,0.323816068131,0.304316907975,0.371867023894,0.371867023894,H,0.83,0.84,1.83,-0.174581063538
241,37341,5.8,9.2,0.0,13.0,4.0,1.8,1.6,1.0,0.4,0.4,0.2,4.0,10.6,0.0,11.2,4.2,0.6,0.4,0.2,0.6,0.2,2.4,7.33,11.0,0.0,13.33,4.0,1.67,0.67,0.67,0.33,0.33,0.33,5.0,10.67,0.0,11.0,4.0,0.0,0.67,0.0,0.67,0.33,2.33,3.834,3.962,0.0,6.285,2.345,2.049,1.673,1.0,0.548,0.548,0.447,3.808,2.074,0.0,6.419,3.564,1.342,0.894,0.447,0.548,0.447,0.548,4.509,4.359,0.0,6.028,2.646,2.082,1.155,1.155,0.577,0.577,0.577,4.359,2.887,0.0,7.211,4.359,0.0,1.155,0.0,0.577,0.577,0.577,2.8,14.0,0.0,9.4,2.8,1.4,1.4,1.4,0.2,0.2,0.6,7.0,9.0,0.0,14.2,5.0,0.4,0.8,0.2,0.4,0.4,2.0,2.67,14.33,0.0,7.67,2.0,2.33,0.67,1.67,0.0,0.33,0.67,9.0,7.67,0.0,16.0,5.67,0.33,1.0,0.0,0.67,0.33,2.0,0.837,4.062,0.0,2.966,2.168,1.342,1.673,1.342,0.447,0.447,0.548,3.162,2.121,0.0,5.263,2.915,0.548,0.837,0.447,0.548,0.548,0.0,0.577,1.528,0.0,1.528,1.732,0.577,1.155,1.528,0.0,0.577,0.577,2.0,1.155,0.0,6.557,3.786,0.577,1.0,0.0,0.577,0.577,0.0,Tottenham,1.72,3.82,5.04,2017-04-05,E0,3.0,1.0,A,H,Swansea,1.72,3.97,5.33,1.72,1.72,0.396804692941,0.261765025039,0.34143028202,0.396804692941,A,0.72,0.72,1.72,-0.184590655896
242,37368,4.8,9.4,0.0,11.6,3.6,1.2,1.8,0.8,0.6,0.4,0.0,3.6,11.4,0.2,7.2,2.4,1.0,0.4,0.6,0.4,0.0,2.0,5.33,10.0,0.0,14.0,4.33,1.67,1.67,1.0,0.67,0.33,0.0,4.0,12.0,0.33,7.33,2.33,1.0,0.67,0.33,0.67,0.0,2.33,3.768,1.517,0.0,5.128,2.074,0.837,0.837,0.447,0.548,0.548,0.0,1.949,3.435,0.447,2.28,1.14,0.0,0.548,0.548,0.548,0.0,1.581,5.132,1.732,0.0,5.568,2.517,0.577,0.577,0.0,0.577,0.577,0.0,2.646,4.0,0.577,3.215,1.528,0.0,0.577,0.577,0.577,0.0,2.082,4.8,14.8,0.0,12.6,4.0,2.4,1.6,1.4,0.4,0.2,0.4,4.2,11.6,0.0,12.6,4.6,0.6,0.4,0.4,0.4,0.2,1.4,5.67,11.67,0.0,14.0,4.33,2.33,1.33,1.67,0.33,0.0,0.67,3.33,12.67,0.0,12.67,5.33,0.67,0.67,0.33,0.33,0.33,2.0,1.643,5.404,0.0,3.209,2.236,1.14,0.894,1.342,0.548,0.447,0.548,2.95,5.55,0.0,5.941,3.209,0.548,0.548,0.548,0.548,0.447,1.673,1.528,3.055,0.0,3.606,3.055,0.577,1.155,1.528,0.577,0.0,0.577,1.528,6.429,0.0,8.021,4.041,0.577,0.577,0.577,0.577,0.577,2.0,Chelsea,1.58,4.02,6.2,2017-04-08,E0,3.0,1.0,A,A,Bournemouth,1.59,4.26,6.35,1.58,1.59,0.530290997463,0.233703459877,0.23600554266,0.530290997463,A,0.58,0.59,1.58,-0.102620394942
243,37369,5.6,11.0,0.4,8.0,2.8,1.8,0.2,2.2,0.0,0.2,0.8,6.8,13.0,0.0,14.4,6.2,0.2,0.8,0.0,0.4,0.6,1.6,6.67,9.67,0.67,8.33,2.67,0.67,0.33,3.0,0.0,0.0,1.0,6.0,11.0,0.0,16.0,6.67,0.33,1.0,0.0,0.33,0.67,2.0,3.05,3.536,0.548,1.871,1.789,1.643,0.447,1.483,0.0,0.447,0.447,2.864,4.123,0.0,3.286,1.304,0.447,0.447,0.0,0.548,0.548,0.894,2.309,3.055,0.577,2.082,2.309,0.577,0.577,1.0,0.0,0.0,0.0,3.606,1.732,0.0,1.732,1.528,0.577,0.0,0.0,0.577,0.577,1.0,4.8,9.8,0.0,7.8,2.6,3.2,1.0,1.4,0.0,0.6,0.4,8.0,10.4,0.2,14.6,3.8,0.0,0.2,0.0,0.8,0.2,2.4,4.0,10.33,0.0,7.33,2.67,3.0,0.67,1.0,0.0,0.67,0.33,9.0,10.33,0.0,14.0,3.0,0.0,0.33,0.0,0.67,0.33,2.0,3.114,2.683,0.0,3.962,0.894,0.447,0.707,0.894,0.0,0.548,0.548,1.871,2.302,0.447,2.302,2.28,0.0,0.447,0.0,0.447,0.447,1.14,3.606,3.055,0.0,4.933,1.155,0.0,0.577,1.0,0.0,0.577,0.577,1.0,3.215,0.0,2.646,2.0,0.0,0.577,0.0,0.577,0.577,1.0,Hull,14.5,7.13,1.2,2017-04-08,E0,1.0,3.0,H,H,Man City,14.85,7.6,1.22,1.2,1.22,0.133036949406,0.221323059606,0.645639990988,0.645639990988,H,0.2,0.22,1.2,-0.187693342345
244,37370,3.4,11.8,0.4,11.0,3.6,1.2,1.0,1.6,0.0,0.4,0.6,6.4,10.6,0.0,15.6,5.2,0.4,0.8,0.0,0.8,0.2,2.4,2.67,12.0,0.0,11.33,2.67,1.67,1.0,1.67,0.0,0.33,0.67,7.67,11.0,0.0,15.67,6.0,0.67,0.67,0.0,1.0,0.0,2.0,2.074,3.421,0.548,3.937,2.191,0.837,0.707,1.14,0.0,0.548,0.548,3.578,2.966,0.0,4.722,3.493,0.548,0.837,0.0,0.447,0.447,1.517,2.082,4.583,0.0,5.508,1.528,0.577,1.0,1.528,0.0,0.577,0.577,4.163,3.606,0.0,6.658,3.606,0.577,0.577,0.0,0.0,0.0,0.0,2.8,10.6,0.0,12.0,4.6,0.6,1.4,0.6,0.4,0.6,0.0,5.2,10.4,0.0,10.0,2.4,0.8,0.4,0.4,0.6,0.0,2.0,2.33,10.0,0.0,12.33,4.67,0.67,1.33,0.67,0.33,0.67,0.0,5.67,11.67,0.0,10.0,3.0,0.67,0.33,0.33,0.67,0.0,1.67,1.304,2.702,0.0,3.536,1.14,0.548,1.517,0.548,0.548,0.548,0.0,2.387,2.702,0.0,1.0,0.894,0.837,0.548,0.548,0.548,0.0,0.707,0.577,2.646,0.0,4.726,1.528,0.577,1.528,0.577,0.577,0.577,0.0,2.082,2.517,0.0,1.0,0.0,0.577,0.577,0.577,0.577,0.0,0.577,Burnley,3.24,3.12,2.42,2017-04-08,E0,0.0,0.0,D,D,Middlesbrough,3.45,3.15,2.42,3.12,3.15,0.293941133238,0.286416879881,0.41964198688,0.41964198688,H,-1.0,-1.0,2.42,0.0064188463843
245,37371,9.4,9.4,0.0,17.2,7.0,2.0,1.0,1.8,0.0,0.6,0.4,4.4,11.6,0.0,10.4,4.4,0.4,0.8,0.2,0.4,0.4,1.6,11.67,8.0,0.0,17.33,5.33,1.33,0.67,2.0,0.0,0.33,0.67,5.0,10.33,0.0,11.0,4.67,0.0,1.0,0.0,0.33,0.67,1.67,4.037,3.362,0.0,4.266,4.637,1.414,0.707,0.837,0.0,0.548,0.548,3.13,3.782,0.0,2.608,1.673,0.548,0.837,0.447,0.548,0.548,1.14,3.512,3.606,0.0,4.509,1.528,1.528,0.577,1.0,0.0,0.577,0.577,4.0,3.215,0.0,3.464,2.082,0.0,1.0,0.0,0.577,0.577,1.528,5.8,14.0,0.0,14.6,4.6,1.4,0.8,1.2,0.2,0.4,0.4,4.4,15.0,0.2,9.0,4.2,0.4,1.0,0.0,0.6,0.4,2.2,5.67,15.0,0.0,11.33,3.33,2.33,0.67,1.33,0.33,0.0,0.67,5.33,14.0,0.33,8.33,4.33,0.33,1.0,0.0,0.67,0.33,2.0,3.633,3.536,0.0,7.987,3.05,1.342,0.837,0.447,0.447,0.548,0.548,1.949,4.243,0.447,4.183,3.271,0.548,0.707,0.0,0.548,0.548,1.643,5.033,4.583,0.0,7.572,3.215,0.577,1.155,0.577,0.577,0.0,0.577,0.577,3.464,0.577,4.163,3.512,0.577,1.0,0.0,0.577,0.577,1.732,Liverpool,1.94,3.61,4.0,2017-04-08,E0,2.0,1.0,A,H,Stoke,1.98,3.71,4.06,1.94,1.98,0.537049878837,0.228136062544,0.234814058619,0.537049878837,A,0.94,0.98,1.94,0.0215859613111
246,37372,3.6,14.6,0.0,8.8,3.2,1.6,0.8,1.6,0.2,0.2,0.6,6.6,9.2,0.0,16.2,5.2,0.6,0.4,0.4,0.2,0.4,1.2,2.67,14.0,0.0,8.33,3.67,1.67,0.67,1.33,0.33,0.0,0.67,5.67,10.0,0.0,16.33,5.33,0.67,0.33,0.33,0.33,0.33,1.33,2.074,1.517,0.0,1.643,1.643,1.14,1.095,0.548,0.447,0.447,0.548,2.608,2.28,0.0,5.805,3.899,0.894,0.548,0.548,0.447,0.548,1.095,2.082,1.732,0.0,2.082,2.082,1.528,1.155,0.577,0.577,0.0,0.577,3.055,2.0,0.0,8.145,5.508,1.155,0.577,0.577,0.577,0.577,1.528,2.0,12.8,0.0,6.4,2.0,2.2,0.6,2.8,0.0,0.0,1.0,7.8,10.2,0.0,18.2,7.6,0.0,1.8,0.0,0.2,0.8,1.2,2.67,13.67,0.0,7.0,3.33,2.67,1.0,3.0,0.0,0.0,1.0,6.67,10.67,0.0,17.67,7.33,0.0,2.33,0.0,0.0,1.0,2.0,1.871,1.304,0.0,2.302,1.871,0.837,0.894,1.304,0.0,0.0,0.0,2.168,1.643,0.0,3.834,2.408,0.0,1.483,0.0,0.447,0.447,1.304,2.082,0.577,0.0,1.732,0.577,0.577,1.0,1.0,0.0,0.0,0.0,1.528,1.528,0.0,4.933,1.528,0.0,1.528,0.0,0.0,0.0,1.0,Watford,13.34,6.1,1.24,2017-04-08,E0,0.0,4.0,H,H,Tottenham,14.0,6.6,1.25,1.24,1.25,0.099678826908,0.201890993877,0.698430179214,0.698430179214,H,0.24,0.25,1.24,-0.108021433689
247,37373,3.8,13.8,0.0,14.6,5.8,1.4,2.0,1.6,0.4,0.0,0.6,4.8,12.8,0.0,10.8,3.8,0.8,0.8,0.4,0.2,0.4,2.0,2.67,12.0,0.0,14.33,7.33,1.67,3.0,1.67,0.67,0.0,0.33,5.67,13.33,0.0,11.33,3.67,1.33,1.0,0.67,0.0,0.33,2.33,2.387,3.564,0.0,5.55,3.701,1.342,1.871,1.14,0.548,0.0,0.548,1.643,2.28,0.0,3.701,1.924,1.095,0.837,0.548,0.447,0.548,1.0,2.082,2.646,0.0,6.028,4.041,1.528,1.732,1.528,0.577,0.0,0.577,0.577,2.309,0.0,5.033,2.517,1.155,1.0,0.577,0.0,0.577,1.155,5.2,9.6,0.0,10.8,3.0,0.8,0.8,1.6,0.2,0.0,0.8,4.6,9.2,0.0,13.2,4.4,0.4,1.2,0.0,0.4,0.6,1.2,5.33,7.67,0.0,11.0,3.33,0.33,1.33,1.67,0.33,0.0,0.67,5.67,8.33,0.0,12.0,4.33,0.67,1.0,0.0,0.67,0.33,1.0,0.837,3.782,0.0,1.304,1.0,0.837,0.837,1.14,0.447,0.0,0.447,2.51,4.207,0.0,1.924,2.51,0.548,0.837,0.0,0.548,0.548,0.837,0.577,3.786,0.0,1.0,1.155,0.577,0.577,1.528,0.577,0.0,0.577,2.082,3.512,0.0,1.0,3.512,0.577,1.0,0.0,0.577,0.577,1.0,Southampton,2.5,3.2,3.0,2017-04-08,E0,1.0,0.0,A,A,West Brom,2.52,3.31,3.11,2.5,2.52,0.406179130855,0.263888121381,0.329932747764,0.406179130855,A,1.5,1.52,2.5,0.00617913085521
