,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,XGBoost_bfA,XGBoost_bfD,XGBoost_bfH,RF_bfA,RF_bfD,RF_bfH,NBA,NBD,NBH,MLPA,MLPD,MLPH,KNNA,KNND,KNNH,0
10,7333,4.6,12.4,0.0,11.4,5.6,2.4,1.0,0.8,0.4,0.2,0.4,8.4,15.4,0.0,8.4,3.6,0.4,0.6,0.2,0.4,0.4,2.0,4.67,12.0,0.0,10.33,4.67,3.0,0.33,1.33,0.0,0.33,0.67,6.33,17.0,0.0,9.0,4.0,0.33,1.0,0.0,0.33,0.67,2.0,0.548,2.608,0.0,2.302,2.793,1.14,1.225,1.304,0.548,0.447,0.548,4.879,3.13,0.0,2.881,0.894,0.548,0.894,0.447,0.548,0.548,1.581,0.577,3.0,0.0,2.517,2.887,1.0,0.577,1.528,0.0,0.577,0.577,5.033,1.0,0.0,3.606,1.0,0.577,1.0,0.0,0.577,0.577,1.0,5.0,12.2,0.0,10.0,5.0,1.8,1.4,1.0,0.4,0.4,0.2,4.4,12.8,0.0,10.6,4.8,0.8,0.6,0.4,0.4,0.2,1.4,5.0,10.33,0.0,9.0,4.33,2.0,1.0,0.67,0.33,0.33,0.33,4.0,14.0,0.0,8.33,3.67,0.67,0.67,0.33,0.33,0.33,2.0,2.236,3.271,0.0,2.345,1.871,0.837,0.894,0.707,0.548,0.548,0.447,2.702,3.271,0.0,3.975,2.387,0.447,0.548,0.548,0.548,0.447,1.14,3.0,2.082,0.0,2.646,2.309,1.0,1.0,0.577,0.577,0.577,0.577,3.606,2.646,0.0,2.887,2.082,0.577,0.577,0.577,0.577,0.577,1.0,West Ham,2.2,3.22,3.15,2007-11-10,E0,5.0,0.0,A,A,Derby,,,,2.2,,0.325660198927,0.316257089376,0.358082711697,0.346336731347,0.297788735821,0.355874532832,0.532895736145,0.40548115757,0.061623106285,0.339779275241,0.314877185475,0.345343539284,0.3,0.3,0.4,0
11,7334,3.2,15.0,0.2,9.2,4.6,2.4,0.8,1.2,0.0,0.6,0.4,10.6,9.2,0.4,16.0,6.2,0.8,0.0,0.8,0.2,0.0,1.0,3.0,14.33,0.0,8.0,3.0,1.67,0.67,0.67,0.0,1.0,0.0,9.0,9.67,0.67,12.67,4.67,0.67,0.0,0.67,0.33,0.0,1.0,1.304,4.062,0.447,2.28,2.966,2.074,0.447,0.837,0.0,0.548,0.548,2.302,2.775,0.548,5.612,3.899,0.447,0.0,0.447,0.447,0.0,0.0,1.732,4.726,0.0,2.0,2.0,2.082,0.577,0.577,0.0,0.0,0.0,0.0,2.887,0.577,4.163,1.155,0.577,0.0,0.577,0.577,0.0,0.0,2.0,12.0,0.0,8.2,3.4,2.4,0.8,2.0,0.0,0.8,0.2,5.8,11.6,0.0,17.6,7.8,0.2,1.0,0.0,0.4,0.6,1.4,2.0,10.0,0.0,9.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,6.67,12.33,0.0,16.67,7.0,0.33,0.67,0.0,0.67,0.33,1.0,0.707,2.828,0.0,2.775,1.673,1.673,0.837,2.345,0.0,0.447,0.447,2.95,5.857,0.0,3.912,2.28,0.447,0.707,0.0,0.548,0.548,1.949,1.0,0.0,0.0,3.464,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.786,8.145,0.0,5.132,2.646,0.577,0.577,0.0,0.577,0.577,1.732,Fulham,11.4,4.85,1.27,2007-11-10,E0,0.0,2.0,H,D,Liverpool,,,,1.27,,0.175733953714,0.25452452898,0.569741487503,0.157090081455,0.231273878991,0.611636039554,0.0059214108689,0.0811688263373,0.912909762794,0.155929322616,0.209449243304,0.63462143408,0.172307692308,0.236923076923,0.590769230769,2
12,7335,5.4,11.4,0.0,7.6,4.2,1.6,1.4,1.8,0.2,0.2,0.6,4.4,13.0,0.0,12.4,7.2,1.0,0.6,0.2,0.6,0.2,1.8,7.33,10.33,0.0,8.67,4.33,1.33,0.67,2.0,0.0,0.0,1.0,4.33,12.33,0.0,12.67,6.67,0.33,0.67,0.0,0.67,0.33,0.67,3.05,2.608,0.0,2.702,2.387,1.342,1.14,0.837,0.447,0.447,0.548,0.894,3.536,0.0,2.302,3.493,1.225,0.548,0.447,0.548,0.447,2.49,2.082,0.577,0.0,3.055,3.215,1.528,0.577,1.0,0.0,0.0,0.0,1.155,4.726,0.0,3.055,4.726,0.577,0.577,0.0,0.577,0.577,1.155,3.6,12.8,0.0,11.0,6.0,1.6,1.2,1.0,0.4,0.2,0.4,8.2,12.8,0.2,10.4,6.4,0.4,0.2,0.4,0.4,0.2,1.0,4.0,12.67,0.0,10.67,5.0,2.0,1.33,1.33,0.33,0.33,0.33,9.33,12.67,0.33,12.0,8.67,0.33,0.33,0.33,0.33,0.33,1.0,3.209,5.404,0.0,4.472,3.937,1.517,0.837,0.707,0.548,0.447,0.548,1.643,1.304,0.447,3.362,3.847,0.548,0.447,0.548,0.548,0.447,0.0,4.359,7.572,0.0,3.055,2.646,2.0,0.577,0.577,0.577,0.577,0.577,0.577,1.528,0.577,3.464,3.055,0.577,0.577,0.577,0.577,0.577,0.0,Newcastle,2.52,3.17,2.72,2007-11-10,E0,1.0,1.0,D,D,Sunderland,,,,3.17,,0.309681624174,0.278041750193,0.412276655436,0.306049088762,0.276861128295,0.417089782942,0.233864641124,0.410449294377,0.355686064499,0.287979564265,0.273355126635,0.4386653091,0.267692307692,0.290769230769,0.441538461538,1
13,7363,4.8,12.6,0.0,9.0,4.0,1.6,1.4,1.6,0.0,0.8,0.2,8.6,12.4,0.0,12.0,6.0,0.8,0.6,0.2,0.6,0.2,1.4,4.0,13.33,0.0,8.67,4.0,1.67,1.67,2.0,0.0,0.67,0.33,9.33,12.0,0.0,14.67,8.67,1.0,0.67,0.33,0.33,0.33,1.67,1.643,1.14,0.0,1.871,2.0,0.894,1.673,1.517,0.0,0.447,0.447,2.51,2.881,0.0,4.743,4.243,1.304,0.548,0.447,0.548,0.447,0.894,1.732,0.577,0.0,2.082,2.646,1.155,2.082,1.732,0.0,0.577,0.577,3.215,2.646,0.0,3.786,3.055,1.732,0.577,0.577,0.577,0.577,0.577,5.2,12.6,0.0,9.4,4.0,1.6,1.2,1.2,0.4,0.2,0.4,5.4,14.8,0.0,11.2,6.0,0.2,0.6,0.0,0.6,0.4,1.8,4.67,12.67,0.0,9.0,4.0,1.67,1.0,1.33,0.33,0.0,0.67,5.33,13.67,0.0,14.33,8.0,0.33,0.67,0.0,0.67,0.33,1.33,1.095,2.302,0.0,2.51,1.0,0.894,0.837,1.304,0.548,0.447,0.548,2.608,2.387,0.0,5.07,3.317,0.447,0.548,0.0,0.548,0.548,1.643,0.577,2.082,0.0,1.732,1.0,1.155,1.0,1.528,0.577,0.0,0.577,1.155,2.517,0.0,3.786,2.646,0.577,0.577,0.0,0.577,0.577,1.528,Aston Villa,2.61,3.15,2.62,2007-11-11,E0,2.0,1.0,A,A,Birmingham,,,,2.61,,0.279079198837,0.33641821146,0.384502649307,0.250053813011,0.28886063831,0.461085548678,0.140958847225,0.423229236241,0.435811916534,0.244451926775,0.299220799989,0.456327273237,0.255384615385,0.276923076923,0.467692307692,0
14,7364,6.6,15.0,0.0,12.4,7.6,2.6,0.8,2.6,0.2,0.0,0.8,5.0,12.2,0.0,15.0,9.8,0.2,1.2,0.0,0.2,0.8,1.0,6.0,16.33,0.0,12.33,6.67,3.0,0.67,3.0,0.0,0.0,1.0,4.0,12.67,0.0,16.33,12.0,0.33,1.67,0.0,0.0,1.0,0.67,1.673,3.536,0.0,4.336,3.647,1.14,0.837,1.14,0.447,0.0,0.447,3.0,3.271,0.0,2.739,3.564,0.447,0.837,0.0,0.447,0.447,1.0,2.0,4.163,0.0,5.033,3.786,1.0,0.577,1.0,0.0,0.0,0.0,3.464,3.786,0.0,2.887,2.646,0.577,0.577,0.0,0.0,0.0,1.155,6.4,10.6,0.0,10.6,6.2,1.6,1.0,1.2,0.4,0.4,0.2,7.4,12.8,0.0,12.4,7.2,0.6,0.6,0.4,0.2,0.4,2.0,6.33,12.0,0.0,11.0,6.0,1.33,1.0,0.67,0.33,0.67,0.0,5.33,15.33,0.0,10.33,5.67,0.67,0.67,0.33,0.33,0.33,2.33,2.966,3.362,0.0,4.393,3.701,0.894,0.707,1.095,0.548,0.548,0.447,3.05,3.701,0.0,4.669,2.95,0.548,0.548,0.548,0.447,0.548,1.871,4.163,3.606,0.0,3.606,2.646,0.577,0.0,0.577,0.577,0.577,0.0,1.528,1.528,0.0,4.619,1.528,0.577,0.577,0.577,0.577,0.577,2.517,Middlesbrough,3.44,3.24,2.07,2007-11-11,E0,0.0,0.0,D,D,Bolton,,,,3.24,,0.330737054348,0.269003033638,0.400259912014,0.332055731236,0.270052236926,0.397892031838,0.304294064435,0.313691257048,0.382014678517,0.267844241504,0.2769781173,0.455177641197,0.292307692308,0.261538461538,0.446153846154,1
15,7365,5.0,12.2,0.0,10.8,6.2,1.4,1.2,1.4,0.4,0.0,0.6,5.8,12.6,0.0,10.2,5.4,0.4,0.6,0.4,0.0,0.6,1.4,2.33,14.33,0.0,8.67,5.0,0.67,1.33,1.67,0.33,0.0,0.67,4.67,13.67,0.0,9.33,5.0,0.33,0.67,0.33,0.0,0.67,1.33,4.243,4.147,0.0,3.347,2.95,1.14,1.095,1.14,0.548,0.0,0.548,4.147,3.362,0.0,3.962,3.209,0.548,0.548,0.548,0.0,0.548,0.548,0.577,4.041,0.0,2.082,1.732,0.577,1.155,1.528,0.577,0.0,0.577,4.163,3.055,0.0,5.132,4.359,0.577,0.577,0.577,0.0,0.577,0.577,3.6,12.6,0.0,8.4,2.8,1.6,0.4,2.0,0.0,0.4,0.6,7.2,13.2,0.2,17.0,7.8,0.4,1.0,0.0,0.6,0.4,1.4,3.0,14.33,0.0,6.0,2.0,1.67,0.0,2.0,0.0,0.67,0.33,9.0,14.0,0.33,16.0,7.0,0.0,0.67,0.0,0.67,0.33,1.67,1.517,3.578,0.0,5.413,1.643,0.548,0.894,2.55,0.0,0.548,0.548,2.49,5.541,0.447,1.414,2.588,0.894,1.0,0.0,0.548,0.548,0.894,1.0,3.215,0.0,1.0,1.732,0.577,0.0,3.464,0.0,0.577,0.577,0.0,6.557,0.577,0.0,2.646,0.0,1.155,0.0,0.577,0.577,0.577,Everton,9.04,4.37,1.34,2007-11-11,E0,1.0,1.0,D,D,Chelsea,,,,4.37,,0.201020613313,0.27150785923,0.527471482754,0.196005544497,0.240799560855,0.563194894648,0.0198671277478,0.103360285889,0.876772586364,0.191091430153,0.2177887871,0.591119782747,0.238461538462,0.249230769231,0.512307692308,1
16,7366,3.2,13.0,0.0,8.6,4.8,2.2,1.4,0.8,0.6,0.4,0.0,9.4,15.8,0.0,12.2,8.0,0.2,0.2,0.2,0.6,0.2,2.0,2.0,10.33,0.0,9.33,4.33,1.67,1.33,0.67,0.67,0.33,0.0,9.67,14.33,0.0,13.0,8.67,0.0,0.0,0.0,1.0,0.0,2.33,2.168,5.385,0.0,4.159,2.775,1.483,0.894,0.447,0.548,0.548,0.0,2.881,4.764,0.0,2.864,2.449,0.447,0.447,0.447,0.548,0.447,1.581,0.0,5.508,0.0,4.509,3.512,1.528,1.155,0.577,0.577,0.577,0.0,0.577,5.774,0.0,3.606,3.055,0.0,0.0,0.0,0.0,0.0,1.528,2.2,10.0,0.2,6.2,2.2,2.0,0.2,2.4,0.0,0.0,1.0,6.8,11.4,0.0,16.6,9.8,0.2,0.6,0.0,0.6,0.4,1.2,2.33,12.0,0.33,5.67,2.33,1.67,0.33,3.33,0.0,0.0,1.0,8.0,10.67,0.0,17.33,11.67,0.33,1.0,0.0,0.33,0.67,1.0,1.789,4.583,0.447,2.49,1.304,0.707,0.447,1.517,0.0,0.0,0.0,4.147,2.191,0.0,1.517,3.421,0.447,0.894,0.0,0.548,0.548,0.837,1.528,5.196,0.577,1.528,1.528,0.577,0.577,1.155,0.0,0.0,0.0,5.292,1.155,0.0,0.577,2.517,0.577,1.0,0.0,0.577,0.577,1.0,Blackburn,8.82,4.4,1.34,2007-11-11,E0,0.0,2.0,H,H,Man United,,,,1.34,,0.193232342601,0.227647021413,0.579120635986,0.145058890807,0.249313870585,0.605627238608,0.00021291933245,0.0176965374133,0.982090543254,0.126167018149,0.228981384108,0.644851597743,0.164615384615,0.224615384615,0.610769230769,2
17,7367,2.6,8.4,0.2,9.4,4.2,2.0,1.0,2.2,0.2,0.2,0.6,6.8,13.4,0.2,14.0,8.0,0.4,0.8,0.2,0.4,0.4,2.0,2.67,7.33,0.33,8.33,4.0,1.67,1.0,3.33,0.0,0.33,0.67,7.0,15.33,0.33,15.0,9.33,0.33,1.33,0.0,0.33,0.67,3.33,0.548,3.578,0.447,3.05,0.837,1.225,1.414,2.387,0.447,0.447,0.548,1.643,5.771,0.447,3.082,3.536,0.548,0.837,0.447,0.548,0.548,2.121,0.577,4.509,0.577,2.309,1.0,0.577,1.732,2.517,0.0,0.577,0.577,1.732,6.807,0.577,1.732,1.528,0.577,0.577,0.0,0.577,0.577,1.528,6.2,9.2,0.2,12.6,6.2,2.0,1.2,2.2,0.0,0.6,0.4,8.0,13.6,0.2,12.4,6.8,0.6,0.8,0.2,0.4,0.4,1.6,4.33,10.0,0.0,11.67,5.33,2.33,1.33,2.33,0.0,0.67,0.33,8.0,14.0,0.0,14.67,7.33,0.33,0.67,0.0,0.67,0.33,2.0,3.347,3.493,0.447,4.561,3.701,1.225,1.643,2.95,0.0,0.548,0.548,2.55,6.189,0.447,7.197,5.975,0.548,1.095,0.447,0.548,0.548,1.14,0.577,3.606,0.0,1.528,2.082,1.528,2.309,4.041,0.0,0.577,0.577,3.0,8.718,0.0,8.963,8.386,0.577,1.155,0.0,0.577,0.577,1.0,Man City,3.64,3.27,1.99,2007-11-11,E0,0.0,0.0,D,D,Portsmouth,,,,3.27,,0.257230520248,0.30820158124,0.43456786871,0.224724341557,0.26675628229,0.508519376153,0.0124585867051,0.153804538389,0.833736874906,0.202746340128,0.267882432789,0.529371227083,0.232307692308,0.270769230769,0.496923076923,1
18,7368,3.2,12.2,0.2,8.4,4.2,2.0,0.8,2.2,0.0,0.2,0.8,7.8,13.2,0.0,16.2,8.2,0.2,0.4,0.0,0.8,0.2,1.4,4.67,10.33,0.0,7.67,4.0,1.33,1.0,3.0,0.0,0.0,1.0,8.0,13.33,0.0,16.0,9.67,0.33,0.67,0.0,0.67,0.33,1.33,2.683,4.266,0.447,2.302,1.643,1.225,0.837,1.304,0.0,0.447,0.447,2.683,2.683,0.0,2.588,3.033,0.447,0.548,0.0,0.447,0.447,1.14,2.517,3.786,0.0,1.528,1.732,0.577,1.0,1.0,0.0,0.0,0.0,3.464,3.215,0.0,1.0,2.517,0.577,0.577,0.0,0.577,0.577,1.528,3.2,14.4,0.0,10.4,6.6,2.4,2.4,2.2,0.6,0.2,0.2,9.8,14.6,0.0,16.2,9.0,1.2,1.2,0.4,0.2,0.4,2.0,3.0,16.33,0.0,10.67,7.0,2.67,3.0,2.0,0.67,0.33,0.0,10.33,16.33,0.0,14.0,7.67,1.0,0.67,0.33,0.33,0.33,2.67,0.837,4.722,0.0,5.413,3.578,1.517,1.517,1.643,0.548,0.447,0.447,1.924,8.05,0.0,6.058,3.873,1.643,1.095,0.548,0.447,0.548,1.414,1.0,4.933,0.0,4.726,3.0,0.577,1.0,1.732,0.577,0.577,0.0,2.517,10.116,0.0,5.0,3.786,1.732,0.577,0.577,0.577,0.577,1.155,Wigan,7.34,3.84,1.46,2007-11-11,E0,0.0,4.0,H,H,Tottenham,,,,1.46,,0.205327302217,0.278035700321,0.516636967659,0.171500878305,0.225323816488,0.603175305207,0.0028243733433,0.021021185759,0.976154440898,0.15124718788,0.207396194061,0.641356618059,0.190769230769,0.256923076923,0.552307692308,2
19,7386,5.8,15.2,0.0,13.4,7.0,2.2,1.2,0.6,0.4,0.6,0.0,4.4,19.2,0.2,10.4,5.0,0.4,0.4,0.4,0.2,0.4,2.2,6.33,15.33,0.0,14.33,8.67,2.33,1.67,0.67,0.67,0.33,0.0,5.0,19.67,0.0,11.33,5.67,0.33,0.67,0.33,0.0,0.67,2.33,4.919,4.324,0.0,2.793,3.873,1.483,1.095,0.548,0.548,0.548,0.0,2.302,5.167,0.447,2.191,1.732,0.548,0.548,0.548,0.447,0.548,1.483,6.807,6.11,0.0,2.887,4.163,0.577,1.155,0.577,0.577,0.577,0.0,2.646,7.234,0.0,2.517,2.082,0.577,0.577,0.577,0.0,0.577,0.577,6.8,12.0,0.0,9.6,4.2,1.4,1.0,1.2,0.2,0.0,0.8,6.4,12.8,0.0,11.4,4.6,0.2,0.4,0.2,0.4,0.4,1.2,6.0,13.67,0.0,7.33,2.33,1.33,0.67,1.67,0.0,0.0,1.0,4.67,13.33,0.0,12.67,5.0,0.0,0.33,0.0,0.67,0.33,1.33,3.564,3.808,0.0,3.286,3.421,0.548,1.225,0.837,0.447,0.0,0.447,4.393,3.271,0.0,2.302,1.673,0.447,0.548,0.447,0.548,0.548,1.304,2.646,4.041,0.0,1.528,2.517,0.577,0.577,0.577,0.0,0.0,0.0,1.528,4.041,0.0,2.082,2.0,0.0,0.577,0.0,0.577,0.577,1.528,Arsenal,1.5,3.8,6.59,2007-11-12,E0,3.0,1.0,A,A,Reading,,,,1.5,,0.415181964636,0.278854042292,0.305964022875,0.398743106324,0.274951456804,0.326305436872,0.813062423372,0.157413616711,0.029523959917,0.377640999041,0.292158816038,0.330200184921,0.378461538462,0.270769230769,0.350769230769,0
20,7406,3.4,13.0,0.2,7.2,4.0,2.0,0.6,2.8,0.0,0.0,1.0,7.6,12.6,0.0,17.4,9.0,0.2,1.0,0.0,0.6,0.4,1.2,3.0,11.33,0.0,6.67,3.0,1.33,0.67,3.67,0.0,0.0,1.0,7.67,10.33,0.0,17.33,10.0,0.33,1.33,0.0,0.67,0.33,0.33,2.51,4.583,0.447,1.304,1.871,1.225,0.894,1.304,0.0,0.0,0.0,2.881,3.507,0.0,2.074,2.0,0.447,1.225,0.0,0.548,0.548,1.304,1.732,5.033,0.0,1.155,1.732,0.577,1.155,0.577,0.0,0.0,0.0,3.786,2.082,0.0,1.528,2.0,0.577,1.528,0.0,0.577,0.577,0.577,3.6,13.6,0.2,8.2,4.8,2.4,1.0,3.0,0.0,0.2,0.8,5.8,10.8,0.2,15.6,8.0,0.4,1.2,0.2,0.2,0.6,0.8,3.0,14.67,0.33,7.33,3.67,3.0,1.33,2.33,0.0,0.33,0.67,5.33,13.0,0.0,17.67,7.67,0.67,0.67,0.33,0.33,0.33,0.67,1.14,4.159,0.447,5.63,3.834,1.517,1.0,1.225,0.0,0.447,0.447,2.168,3.701,0.447,3.507,1.225,0.548,1.095,0.447,0.447,0.548,0.447,1.0,5.508,0.577,5.508,3.512,1.732,1.155,0.577,0.0,0.577,0.577,2.517,2.646,0.0,1.528,1.528,0.577,1.155,0.577,0.577,0.577,0.577,Wigan,16.25,6.41,1.15,2007-11-24,E0,0.0,2.0,H,D,Arsenal,,,,1.15,,0.15517231822,0.226708129048,0.61811953783,0.120440615677,0.213859458603,0.665699925721,9.17091761435e-06,0.00323687281616,0.996753956266,0.0825135765242,0.178477321583,0.739009101892,0.161538461538,0.233846153846,0.604615384615,2
21,7407,4.2,13.8,0.0,13.4,8.0,2.0,2.0,0.8,0.8,0.0,0.2,6.0,8.6,0.2,10.6,5.6,0.8,0.6,0.4,0.4,0.2,1.2,4.0,13.67,0.0,13.0,7.67,1.67,2.67,0.33,1.0,0.0,0.0,5.0,10.33,0.0,11.33,5.67,1.0,0.33,0.33,0.67,0.0,1.67,1.304,3.271,0.0,2.074,1.225,1.225,1.225,1.304,0.447,0.0,0.447,2.345,3.782,0.447,2.881,4.037,1.304,0.894,0.548,0.548,0.447,0.837,1.732,4.163,0.0,2.646,0.577,1.528,1.155,0.577,0.0,0.0,0.0,2.646,4.163,0.0,3.786,5.132,1.732,0.577,0.577,0.577,0.0,0.577,4.8,12.2,0.0,10.6,4.6,1.8,1.2,1.0,0.6,0.0,0.4,6.6,14.8,0.0,12.4,7.0,0.4,0.4,0.2,0.6,0.2,2.2,4.67,10.33,0.0,10.67,5.0,1.33,1.67,1.33,0.67,0.0,0.33,6.0,14.0,0.0,15.33,9.0,0.67,0.33,0.33,0.67,0.0,2.0,0.447,2.95,0.0,2.51,1.14,0.837,0.837,1.225,0.548,0.0,0.548,1.949,2.387,0.0,4.506,2.915,0.548,0.548,0.447,0.548,0.447,1.643,0.577,2.082,0.0,2.517,1.0,0.577,0.577,1.528,0.577,0.0,0.577,2.0,3.0,0.0,2.082,1.0,0.577,0.577,0.577,0.577,0.0,1.732,Portsmouth,2.29,3.2,2.99,2007-11-24,E0,2.0,0.0,A,A,Birmingham,,,,2.29,,0.420058131218,0.280782222748,0.299159675837,0.415100531181,0.275969546714,0.308929922105,0.887376307633,0.109170112162,0.00345358020542,0.437655840245,0.302795499105,0.25954866065,0.370769230769,0.286153846154,0.343076923077,0
