,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
31405,4.4,16.0,0.0,9.4,2.0,2.8,0.4,0.8,0.0,0.6,0.4,5.0,15.0,0.2,16.2,5.4,0.0,0.4,0.0,0.6,0.4,2.6,4.0,16.0,0.0,9.67,2.33,2.67,0.67,1.0,0.0,0.67,0.33,5.0,14.67,0.0,15.0,6.33,0.0,0.67,0.0,0.33,0.67,2.33,1.673,0.707,0.0,2.793,2.55,1.095,0.548,0.447,0.0,0.548,0.548,2.55,4.243,0.447,2.28,1.673,0.0,0.548,0.0,0.548,0.548,0.894,1.0,1.0,0.0,3.786,3.215,1.528,0.577,0.0,0.0,0.577,0.577,3.606,5.774,0.0,2.0,1.155,0.0,0.577,0.0,0.577,0.577,0.577,5.4,12.0,0.0,16.4,6.2,3.4,1.8,1.8,0.2,0.4,0.4,5.6,11.8,0.4,13.6,5.2,0.6,1.0,0.2,0.4,0.4,3.0,4.33,14.0,0.0,16.67,5.67,3.0,2.67,2.0,0.33,0.33,0.33,5.67,10.67,0.33,16.0,6.33,0.67,1.0,0.33,0.33,0.33,2.67,1.673,3.391,0.0,2.966,2.387,1.14,1.304,1.304,0.447,0.548,0.548,1.14,4.266,0.548,3.782,2.49,0.548,0.707,0.447,0.548,0.548,1.225,0.577,2.646,0.0,4.163,3.215,1.0,0.577,1.732,0.577,0.577,0.577,1.528,5.033,0.577,1.732,2.309,0.577,1.0,0.577,0.577,0.577,0.577,Udinese,3.4,3.42,2.14,2015-05-03,I1,1.0,0.0,A,D,Verona,3.52,3.61,2.19,3.4,3.52,0.21217939186,0.275105771253,0.512714836886,0.512714836886,H,-1.0,-1.0,0,2.14,0.0454251172603
31411,2.2,18.2,0.2,11.2,3.2,2.6,0.8,2.6,0.0,0.4,0.6,7.6,12.2,0.0,14.2,5.8,0.6,1.8,0.0,0.2,0.8,1.6,2.0,15.67,0.0,11.67,3.67,3.0,0.67,2.67,0.0,0.33,0.67,9.67,12.0,0.0,12.67,5.33,0.33,2.0,0.0,0.0,1.0,1.33,0.447,9.497,0.447,2.864,1.095,2.074,0.837,1.342,0.0,0.548,0.548,3.578,2.588,0.0,2.775,1.304,0.548,0.837,0.0,0.447,0.447,1.14,0.0,7.506,0.0,3.055,1.155,2.0,1.155,1.155,0.0,0.577,0.577,3.055,2.646,0.0,2.082,1.528,0.577,1.0,0.0,0.0,0.0,1.528,3.8,17.4,0.2,13.0,5.8,2.2,2.2,0.8,0.8,0.2,0.0,6.2,15.4,0.2,13.6,4.2,0.8,0.2,0.6,0.2,0.2,3.0,3.67,15.0,0.33,13.67,5.67,2.0,2.33,0.67,0.67,0.33,0.0,4.33,14.67,0.33,11.0,3.67,1.0,0.33,0.67,0.0,0.33,3.33,2.683,4.159,0.447,5.05,3.564,1.304,0.837,0.447,0.447,0.447,0.0,2.864,3.647,0.447,5.771,1.095,0.837,0.447,0.548,0.447,0.447,1.0,2.309,3.606,0.577,0.577,4.041,1.732,1.155,0.577,0.577,0.577,0.0,1.528,4.726,0.577,4.583,1.155,1.0,0.577,0.577,0.0,0.577,1.155,Parma,5.27,3.83,1.66,2015-05-04,I1,0.0,4.0,H,H,Cagliari,5.51,4.07,1.68,1.66,1.68,0.26286375173,0.299482153054,0.437654095215,0.437654095215,H,0.66,0.68,0,1.66,-0.164755543339
31414,4.0,12.6,0.0,14.6,4.8,1.4,0.6,1.8,0.0,0.6,0.4,5.4,15.4,0.2,14.8,5.2,0.2,1.2,0.0,0.4,0.6,2.6,4.0,11.67,0.0,15.0,6.33,1.0,0.67,2.67,0.0,0.33,0.67,4.67,17.33,0.33,13.67,6.0,0.33,1.67,0.0,0.33,0.67,2.67,2.236,3.13,0.0,3.782,3.114,1.14,0.894,1.483,0.0,0.548,0.548,2.702,5.413,0.447,3.271,1.483,0.447,1.095,0.0,0.548,0.548,0.548,3.0,3.512,0.0,5.196,3.215,1.0,1.155,1.155,0.0,0.577,0.577,2.517,6.506,0.577,4.041,1.0,0.577,1.155,0.0,0.577,0.577,0.577,5.2,13.0,0.0,16.6,4.6,2.4,1.0,1.0,0.2,0.4,0.4,3.6,13.0,0.0,12.2,3.6,0.4,0.4,0.0,1.0,0.0,3.2,5.0,13.33,0.0,19.0,5.67,2.0,1.33,1.0,0.33,0.33,0.33,4.0,11.67,0.0,11.33,2.33,0.33,0.33,0.0,1.0,0.0,3.67,1.924,3.24,0.0,4.159,1.517,0.894,0.707,0.707,0.447,0.548,0.548,1.14,4.899,0.0,3.271,2.074,0.548,0.548,0.0,0.0,0.0,1.095,2.646,3.786,0.0,3.0,0.577,1.0,0.577,1.0,0.577,0.577,0.577,1.0,5.033,0.0,2.517,0.577,0.577,0.577,0.0,0.0,0.0,1.155,Empoli,4.46,3.5,1.83,2015-05-06,I1,1.0,0.0,A,A,Torino,4.7,3.73,1.85,4.46,4.7,0.320783015412,0.303789521934,0.375427462654,0.375427462654,H,-1.0,-1.0,0,1.83,-0.171020624778
31438,4.6,16.6,0.6,12.0,3.8,3.4,0.8,1.8,0.2,0.0,0.8,7.4,17.4,0.0,15.8,4.6,0.2,0.6,0.2,0.2,0.6,1.6,5.67,19.0,0.67,13.0,4.67,4.0,1.0,1.33,0.33,0.0,0.67,6.67,17.67,0.0,16.0,3.67,0.33,0.33,0.33,0.33,0.33,1.67,2.702,4.099,0.894,2.345,2.775,1.517,1.304,0.837,0.447,0.0,0.447,2.881,3.647,0.0,3.834,2.074,0.447,0.548,0.447,0.447,0.548,0.548,2.517,3.464,1.155,2.646,3.215,1.0,1.732,0.577,0.577,0.0,0.577,3.512,4.726,0.0,5.196,2.082,0.577,0.577,0.577,0.577,0.577,0.577,5.4,16.6,0.2,10.8,2.4,3.4,0.4,1.8,0.0,0.0,1.0,6.0,13.2,0.0,13.0,4.8,0.2,1.2,0.0,0.2,0.8,1.8,7.33,15.33,0.33,14.33,3.33,3.0,0.67,2.33,0.0,0.0,1.0,4.0,11.33,0.0,12.0,5.33,0.33,1.67,0.0,0.0,1.0,2.0,3.507,5.273,0.447,5.718,1.517,0.894,0.894,0.837,0.0,0.0,0.0,4.123,4.382,0.0,3.317,1.304,0.447,0.837,0.0,0.447,0.447,0.837,2.887,7.024,0.577,2.517,1.155,1.0,1.155,0.577,0.0,0.0,0.0,1.732,0.577,0.0,4.0,1.528,0.577,0.577,0.0,0.0,0.0,1.0,Cagliari,6.0,4.04,1.55,2015-05-09,I1,1.0,1.0,D,H,Juventus,6.68,4.22,1.58,4.04,4.22,0.168866884232,0.242510492138,0.58862262363,0.58862262363,H,-1.0,-1.0,0,1.55,-0.0565386666923
31439,4.8,13.2,0.0,13.4,4.4,2.8,1.2,0.6,0.4,0.4,0.2,4.8,16.2,0.0,10.8,2.8,0.6,0.2,0.4,0.4,0.2,4.0,4.33,12.0,0.0,13.67,5.0,3.33,1.67,1.0,0.33,0.33,0.33,4.33,15.0,0.0,12.0,3.67,0.67,0.33,0.33,0.33,0.33,4.33,2.588,2.588,0.0,5.413,1.14,0.837,1.095,0.894,0.548,0.548,0.447,1.304,3.033,0.0,2.49,1.924,0.894,0.447,0.548,0.548,0.447,1.0,2.517,2.646,0.0,7.371,1.0,0.577,1.155,1.0,0.577,0.577,0.577,0.577,3.464,0.0,1.732,2.082,1.155,0.577,0.577,0.577,0.577,1.155,5.2,19.2,0.0,12.4,3.8,3.6,1.4,1.8,0.2,0.4,0.4,8.0,13.2,0.2,16.6,4.8,0.4,0.6,0.2,0.4,0.4,1.6,6.33,16.67,0.0,13.0,4.33,3.33,1.67,1.67,0.33,0.33,0.33,8.0,14.0,0.33,17.0,6.0,0.33,0.33,0.33,0.33,0.33,2.0,2.28,4.764,0.0,2.793,3.114,1.14,1.14,0.837,0.447,0.548,0.548,1.414,2.28,0.447,5.814,1.924,0.548,0.548,0.447,0.548,0.548,0.894,2.309,3.512,0.0,3.464,4.163,1.155,1.155,1.155,0.577,0.577,0.577,1.732,2.646,0.577,7.937,1.0,0.577,0.577,0.577,0.577,0.577,1.0,Roma,1.99,3.39,3.83,2015-05-09,I1,1.0,2.0,H,H,Milan,2.03,3.53,4.15,3.83,4.15,0.342328485983,0.271392643006,0.386278871011,0.386278871011,H,2.83,3.15,0,3.83,0.125182265267
31455,2.6,16.4,0.2,9.4,2.4,2.2,0.8,2.2,0.0,0.0,1.0,7.6,16.8,0.6,14.0,5.4,0.2,0.4,0.0,0.8,0.2,2.0,3.0,16.33,0.33,11.67,3.33,1.67,1.33,2.67,0.0,0.0,1.0,6.0,14.33,0.67,13.33,6.67,0.33,0.67,0.0,0.67,0.33,1.67,1.517,1.817,0.447,5.814,2.608,1.095,0.837,0.837,0.0,0.0,0.0,4.159,5.357,0.548,1.871,2.302,0.447,0.548,0.0,0.447,0.447,1.225,1.732,2.082,0.577,5.686,3.215,0.577,0.577,0.577,0.0,0.0,0.0,4.0,5.859,0.577,2.082,2.082,0.577,0.577,0.0,0.577,0.577,1.528,4.2,15.8,0.0,12.8,4.0,2.4,0.8,0.6,0.4,0.4,0.2,4.4,17.6,0.0,10.6,2.4,0.2,0.0,0.2,0.8,0.0,2.6,3.67,16.0,0.0,15.67,5.33,2.33,1.33,0.67,0.67,0.33,0.0,4.0,19.0,0.0,11.0,2.33,0.33,0.0,0.33,0.67,0.0,2.67,1.789,1.483,0.0,4.087,2.236,1.14,0.837,0.894,0.548,0.548,0.447,1.949,2.608,0.0,5.941,1.673,0.447,0.0,0.447,0.447,0.0,1.14,1.155,2.0,0.0,0.577,1.528,1.528,0.577,1.155,0.577,0.577,0.0,2.646,2.0,0.0,4.583,2.309,0.577,0.0,0.577,0.577,0.0,0.577,Sassuolo,2.77,3.27,2.55,2015-05-10,I1,3.0,2.0,A,H,Cesena,2.82,3.48,2.65,2.77,2.82,0.239819065717,0.313543404951,0.446637529332,0.446637529332,H,-1.0,-1.0,0,2.55,0.0544806665866
31456,3.8,17.0,0.0,8.6,3.0,3.2,1.2,1.2,0.4,0.4,0.2,9.6,12.6,0.2,20.4,4.6,0.4,0.6,0.2,0.6,0.2,1.6,5.0,14.67,0.0,8.33,2.67,3.33,0.67,1.0,0.33,0.33,0.33,9.67,12.33,0.33,20.67,4.67,0.0,0.67,0.0,0.67,0.33,1.33,3.033,5.339,0.0,4.827,1.732,1.483,0.837,0.837,0.548,0.548,0.447,2.302,2.702,0.447,1.517,1.14,0.548,0.894,0.447,0.548,0.447,1.14,3.464,6.028,0.0,5.508,2.309,2.082,0.577,1.0,0.577,0.577,0.577,3.215,3.215,0.577,0.577,1.528,0.0,1.155,0.0,0.577,0.577,1.155,5.8,16.6,0.6,11.8,2.2,2.8,0.2,0.6,0.0,0.6,0.4,4.4,18.4,0.0,12.2,4.0,0.0,0.6,0.0,0.4,0.6,2.2,5.67,17.67,1.0,12.33,2.0,3.0,0.33,1.0,0.0,0.33,0.67,4.0,19.0,0.0,13.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,2.28,2.702,0.894,4.207,1.304,1.304,0.447,0.548,0.0,0.548,0.548,1.14,2.881,0.0,2.168,2.0,0.0,0.548,0.0,0.548,0.548,1.304,2.517,3.055,1.0,5.859,1.732,1.732,0.577,0.0,0.0,0.577,0.577,1.0,3.606,0.0,2.646,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Verona,3.29,3.21,2.26,2015-05-10,I1,2.0,2.0,D,D,Chievo,3.55,3.32,2.29,3.21,3.32,0.199763076021,0.274469866322,0.525767057658,0.525767057658,H,-1.0,-1.0,0,2.26,0.0832891815517
31457,5.0,13.0,0.0,9.4,2.2,2.4,1.0,2.4,0.2,0.2,0.6,5.0,14.4,0.0,12.4,6.8,0.2,1.0,0.0,0.2,0.8,2.4,6.33,14.33,0.0,11.0,2.33,2.33,1.33,2.67,0.0,0.33,0.67,5.67,15.0,0.0,11.33,5.33,0.33,1.33,0.0,0.0,1.0,2.33,2.915,2.828,0.0,3.847,2.28,0.894,1.0,1.517,0.447,0.447,0.548,1.871,4.506,0.0,2.074,3.493,0.447,0.707,0.0,0.447,0.447,0.894,2.517,2.887,0.0,4.359,2.517,1.155,1.155,0.577,0.0,0.577,0.577,2.082,6.083,0.0,0.577,0.577,0.577,0.577,0.0,0.0,0.0,1.155,3.8,15.2,0.0,12.8,3.2,1.8,1.2,2.6,0.0,0.4,0.6,9.4,12.4,0.0,11.4,4.4,0.4,1.2,0.2,0.2,0.6,1.0,3.33,15.67,0.0,13.0,3.67,1.67,1.67,3.0,0.0,0.33,0.67,9.67,12.0,0.0,12.0,5.0,0.33,1.67,0.0,0.33,0.67,1.0,1.483,1.304,0.0,2.588,1.789,0.447,0.837,1.14,0.0,0.548,0.548,2.51,1.673,0.0,3.578,1.517,0.548,1.304,0.447,0.447,0.548,1.414,1.155,1.528,0.0,2.646,2.309,0.577,0.577,1.0,0.0,0.577,0.577,3.512,1.0,0.0,2.0,1.0,0.577,1.528,0.0,0.577,0.577,1.732,Fiorentina,2.59,3.31,2.7,2015-05-10,I1,3.0,2.0,A,D,Empoli,2.65,3.53,2.78,2.59,2.65,0.152460320164,0.246809735771,0.600729944065,0.600729944065,H,-1.0,-1.0,0,2.7,0.230359573695
31458,5.8,18.0,0.0,15.6,5.8,3.8,1.8,1.0,0.6,0.2,0.2,5.4,12.2,0.6,13.4,4.0,0.2,0.0,0.2,0.8,0.0,2.4,5.67,16.67,0.0,15.33,5.0,4.67,1.67,0.67,0.67,0.0,0.33,4.67,9.0,0.67,12.33,2.67,0.33,0.0,0.33,0.67,0.0,3.0,1.095,3.162,0.0,4.615,4.087,1.483,1.095,0.707,0.548,0.447,0.447,1.517,4.919,0.894,4.037,2.449,0.447,0.0,0.447,0.447,0.0,1.14,1.155,3.512,0.0,5.774,5.196,1.155,1.528,0.577,0.577,0.0,0.577,0.577,3.0,1.155,4.933,2.082,0.577,0.0,0.577,0.577,0.0,1.0,3.4,11.0,0.0,7.6,1.8,2.4,0.2,3.0,0.0,0.2,0.8,6.8,14.4,0.2,16.0,7.8,0.0,2.0,0.0,0.0,1.0,1.6,3.67,12.0,0.0,10.0,3.0,2.67,0.33,3.0,0.0,0.33,0.67,6.33,16.67,0.33,14.33,6.67,0.0,2.33,0.0,0.0,1.0,2.0,2.51,3.162,0.0,4.037,2.168,1.949,0.447,1.414,0.0,0.447,0.447,4.207,5.899,0.447,6.083,2.95,0.0,1.0,0.0,0.0,0.0,1.14,2.887,4.0,0.0,2.646,2.0,2.517,0.577,1.732,0.0,0.577,0.577,3.786,7.024,0.577,7.572,0.577,0.0,1.155,0.0,0.0,0.0,1.0,Inter,4.26,3.61,1.83,2015-05-10,I1,2.0,1.0,A,D,Lazio,4.53,3.82,1.86,4.26,4.53,0.212159361908,0.22349631627,0.564344321822,0.564344321822,H,-1.0,-1.0,0,1.83,0.0178962343901
31459,3.6,17.2,0.2,9.8,3.6,3.6,1.0,1.2,0.0,0.8,0.2,6.4,18.0,0.2,14.8,6.2,0.4,0.6,0.0,0.8,0.2,3.4,3.0,17.67,0.33,10.0,4.33,4.33,1.33,1.33,0.0,1.0,0.0,7.0,17.67,0.0,15.67,7.0,0.33,0.33,0.0,1.0,0.0,3.67,1.673,1.643,0.447,4.087,1.949,1.14,0.707,0.837,0.0,0.447,0.447,3.362,4.472,0.447,3.834,1.924,0.548,0.894,0.0,0.447,0.447,1.517,2.0,1.528,0.577,5.568,2.309,0.577,0.577,0.577,0.0,0.0,0.0,4.583,3.055,0.0,5.132,2.0,0.577,0.577,0.0,0.0,0.0,0.577,4.4,16.4,0.0,12.8,3.2,3.2,1.2,1.0,0.4,0.4,0.2,6.6,13.6,0.0,14.0,3.2,0.4,0.8,0.2,0.4,0.4,2.8,5.0,15.67,0.0,12.33,3.33,3.0,1.67,1.67,0.33,0.33,0.33,6.33,14.67,0.0,15.33,4.33,0.67,1.33,0.33,0.0,0.67,2.67,1.14,2.702,0.0,1.924,1.483,0.447,0.837,1.0,0.548,0.548,0.447,1.817,4.722,0.0,4.062,2.49,0.548,1.095,0.447,0.548,0.548,0.837,1.0,3.215,0.0,2.082,2.082,0.0,0.577,0.577,0.577,0.577,0.577,1.528,6.028,0.0,1.155,2.309,0.577,1.155,0.577,0.0,0.577,1.155,Atalanta,3.62,3.27,2.1,2015-05-10,I1,3.0,2.0,A,A,Palermo,3.86,3.44,2.12,3.62,3.86,0.242487385704,0.294244936556,0.46326767774,0.46326767774,H,-1.0,-1.0,0,2.1,-0.0129227984509
31460,5.2,12.2,0.2,14.4,5.0,2.4,1.0,1.6,0.2,0.0,0.8,4.2,14.2,0.2,9.2,3.6,0.4,1.0,0.2,0.2,0.6,3.6,4.67,13.67,0.33,13.67,5.0,1.33,1.67,1.67,0.33,0.0,0.67,4.67,14.67,0.0,8.0,3.0,0.67,1.33,0.33,0.0,0.67,3.67,0.837,3.194,0.447,1.14,1.414,1.673,1.414,1.517,0.447,0.0,0.447,2.049,2.775,0.447,2.168,1.14,0.894,1.225,0.447,0.447,0.548,1.14,0.577,3.512,0.577,0.577,0.0,0.577,1.528,2.082,0.577,0.0,0.577,2.309,2.887,0.0,1.732,1.0,1.155,1.528,0.577,0.0,0.577,0.577,4.4,13.6,0.0,12.4,2.6,1.6,0.4,0.6,0.2,0.2,0.6,4.4,16.8,0.4,12.8,3.6,0.2,0.2,0.2,0.6,0.2,2.8,4.33,13.0,0.0,13.0,2.0,1.33,0.0,1.0,0.0,0.0,1.0,3.0,14.67,0.0,11.33,4.33,0.0,0.33,0.0,0.67,0.33,3.0,0.548,3.209,0.0,4.98,1.817,1.14,0.894,0.548,0.447,0.447,0.548,2.302,5.805,0.548,4.087,2.608,0.447,0.447,0.447,0.548,0.447,1.304,0.577,2.646,0.0,6.0,1.732,1.528,0.0,0.0,0.0,0.0,0.0,1.0,5.859,0.0,4.933,3.055,0.0,0.577,0.0,0.577,0.577,1.0,Napoli,1.34,4.99,8.86,2015-05-10,I1,2.0,2.0,D,H,Parma,1.38,5.05,10.37,4.99,5.05,0.352983463661,0.297100549744,0.349915986595,0.352983463661,A,-1.0,-1.0,0,1.34,-0.393285193055
31461,4.6,15.6,0.0,11.6,2.8,2.4,1.4,1.6,0.4,0.2,0.4,7.6,11.6,0.2,20.8,6.8,0.2,0.6,0.0,0.6,0.4,2.0,4.0,14.0,0.0,9.67,1.67,1.67,1.0,2.33,0.0,0.33,0.67,7.0,9.67,0.0,24.33,7.33,0.33,0.67,0.0,0.67,0.33,2.0,2.074,2.966,0.0,5.367,2.588,1.14,0.894,1.517,0.548,0.447,0.548,2.702,3.975,0.447,5.63,3.194,0.447,0.894,0.0,0.548,0.548,0.707,1.0,2.646,0.0,1.155,1.528,0.577,1.0,1.528,0.0,0.577,0.577,1.0,2.309,0.0,3.786,3.215,0.577,1.155,0.0,0.577,0.577,1.0,3.8,15.6,0.0,13.2,5.8,2.0,2.0,1.8,0.4,0.2,0.4,6.4,16.0,0.4,12.6,3.0,0.6,0.6,0.2,0.4,0.4,3.0,3.0,17.0,0.0,13.0,5.67,1.67,2.0,1.33,0.67,0.0,0.33,7.0,18.0,0.67,13.33,2.33,0.67,0.0,0.33,0.67,0.0,3.0,1.924,3.209,0.0,5.805,3.633,1.581,0.707,0.837,0.548,0.447,0.548,2.408,5.831,0.894,4.278,2.0,0.894,0.894,0.447,0.548,0.548,0.707,2.0,2.646,0.0,8.185,5.033,2.082,1.0,0.577,0.577,0.0,0.577,2.0,7.211,1.155,5.859,2.309,1.155,0.0,0.577,0.577,0.0,1.0,Sampdoria,2.82,3.19,2.56,2015-05-10,I1,4.0,1.0,A,A,Udinese,3.0,3.33,2.59,2.82,3.0,0.231023000496,0.277435623532,0.491541375972,0.491541375972,H,-1.0,-1.0,0,2.56,0.100916375972
31468,5.0,17.8,0.2,15.0,6.2,3.0,1.8,1.4,0.4,0.4,0.2,5.8,14.4,0.4,13.0,2.4,1.0,1.0,0.4,0.0,0.6,2.8,5.33,20.67,0.33,15.33,6.33,3.67,1.67,1.33,0.33,0.67,0.0,6.0,14.0,0.33,12.33,2.67,1.0,1.0,0.33,0.0,0.67,2.33,1.0,6.686,0.447,3.674,1.643,1.225,0.447,1.14,0.548,0.548,0.447,2.28,3.209,0.548,3.0,1.342,0.707,1.0,0.548,0.0,0.548,0.837,1.155,7.234,0.577,5.132,2.082,1.155,0.577,0.577,0.577,0.577,0.0,2.0,4.359,0.577,3.512,1.528,1.0,1.0,0.577,0.0,0.577,0.577,5.4,19.4,0.2,13.0,5.0,3.4,0.8,1.6,0.2,0.2,0.6,7.4,15.8,0.0,17.0,4.6,0.0,0.8,0.0,0.4,0.6,2.6,5.67,20.67,0.33,12.0,4.33,3.67,0.33,2.33,0.0,0.0,1.0,8.33,14.67,0.0,17.67,5.0,0.0,1.0,0.0,0.33,0.67,2.33,2.302,2.51,0.447,2.345,1.414,0.894,0.837,1.14,0.447,0.447,0.548,2.966,1.924,0.0,2.828,1.14,0.0,0.837,0.0,0.548,0.548,0.894,3.215,2.517,0.577,2.646,1.528,1.155,0.577,0.577,0.0,0.0,0.0,2.309,1.528,0.0,2.309,1.0,0.0,1.0,0.0,0.577,0.577,0.577,Torino,3.03,3.27,2.35,2015-05-11,I1,1.0,5.0,H,H,Genoa,3.17,3.42,2.43,2.35,2.43,0.382498968157,0.252014777921,0.365486253922,0.382498968157,A,-1.0,-1.0,0,3.03,0.0524659648571
